jurisdiccion,entidad,programa,actividad,credito_original,aumento,marcar_hijos_con_posible_reasignacion
Ministerio de Seguridad,Ministerio de Seguridad,39 - Políticas de Seguridad en Espectáculos Futbolísticos,00 - Políticas de Seguridad en Espectáculos Futbolísticos,,,
Ministerio de Seguridad,Ministerio de Seguridad,39 - Políticas de Seguridad en Espectáculos Futbolísticos,01 - Conducción de las Políticas de Seguridad en Espectáculos Futbolísticos,30136393,,
Ministerio de Seguridad,Ministerio de Seguridad,"41 - Políticas de Seguridad, Participación Ciudadana, Territorial, Investigación del Delito Organizado","00 - Políticas de Seguridad, Participación Ciudadana, Territorial, Investigación del Delito Organizado",,,
Ministerio de Seguridad,Ministerio de Seguridad,"41 - Políticas de Seguridad, Participación Ciudadana, Territorial, Investigación del Delito Organizado",01 - Conducción de las Políticas de Seguridad,41259624,,
Ministerio de Seguridad,Ministerio de Seguridad,"41 - Políticas de Seguridad, Participación Ciudadana, Territorial, Investigación del Delito Organizado",02 - Acciones de Política de Seguridad e Intervención Territorial,61068655,,
Ministerio de Seguridad,Ministerio de Seguridad,"41 - Políticas de Seguridad, Participación Ciudadana, Territorial, Investigación del Delito Organizado",03 - Políticas de Participación Ciudadana y de Prevención del Delito y la Violencia,33454899,,
Ministerio de Seguridad,Ministerio de Seguridad,"41 - Políticas de Seguridad, Participación Ciudadana, Territorial, Investigación del Delito Organizado",04 - Acciones de Investigación del Delito Organizado y Complejo,66012556,,
Ministerio de Seguridad,Ministerio de Seguridad,"41 - Políticas de Seguridad, Participación Ciudadana, Territorial, Investigación del Delito Organizado",05 - Programa de Compactación,114950,,
Ministerio de Seguridad,Ministerio de Seguridad,"41 - Políticas de Seguridad, Participación Ciudadana, Territorial, Investigación del Delito Organizado",06 - Acciones de Inteligencia Criminal,190046071,,
Ministerio de Seguridad,Ministerio de Seguridad,"41 - Políticas de Seguridad, Participación Ciudadana, Territorial, Investigación del Delito Organizado",08 - Acciones de Promoción de Seguridad Ciudadana (CAF N° 8967),108356559,,
Ministerio de Seguridad,Ministerio de Seguridad,"42 - Acciones de Cooperación con los Poderes Judiciales, Ministerios Públicos y Legislaturas","00 - Acciones de Cooperación con los Poderes Judiciales, Ministerios Públicos y Legislaturas",,,
Ministerio de Seguridad,Ministerio de Seguridad,"42 - Acciones de Cooperación con los Poderes Judiciales, Ministerios Públicos y Legislaturas",01 - Conducción de las Acciones de Articulación,34391023,,
Ministerio de Seguridad,Ministerio de Seguridad,"42 - Acciones de Cooperación con los Poderes Judiciales, Ministerios Públicos y Legislaturas",02 - Acciones de Articulación Legislativa,13066573,,
Ministerio de Seguridad,Ministerio de Seguridad,"42 - Acciones de Cooperación con los Poderes Judiciales, Ministerios Públicos y Legislaturas",03 - Acciones de Articulación con los Poderes Judiciales y los Ministerios Públicos,22192839,,
Ministerio de Seguridad,Ministerio de Seguridad,"43 - Acciones de Protección Civil, Prevención de Emergencias y Alerta Temprana a Desastres","00 - Acciones de Protección Civil, Prevención de Emergencias y Alerta Temprana a Desastres",,,
Ministerio de Seguridad,Ministerio de Seguridad,"43 - Acciones de Protección Civil, Prevención de Emergencias y Alerta Temprana a Desastres",01 - Acciones de Protección Civil y Prevención de Emergencias,1268550353,,
Ministerio de Seguridad,Ministerio de Seguridad,"43 - Acciones de Protección Civil, Prevención de Emergencias y Alerta Temprana a Desastres",03 - Acciones para la Atención del Sistema Federal de Emergencias (SIFEM),199000000,,
Ministerio de Seguridad,Ministerio de Seguridad,44 - Acciones de Formación y Capacitación,00 - Acciones de Formación y Capacitación,,,
Ministerio de Seguridad,Ministerio de Seguridad,44 - Acciones de Formación y Capacitación,01 - Conducción de las Acciones de Formación y Capacitación,45098180,,
Ministerio de Seguridad,Ministerio de Seguridad,44 - Acciones de Formación y Capacitación,02 - Acciones de Investigación Técnica-Científica en Materia de Seguridad,142500,,
Ministerio de Seguridad,Ministerio de Seguridad,44 - Acciones de Formación y Capacitación,03 - Promoción de la Gestión Estratégica Combinada de la Seguridad,34078902,,
Ministerio de Seguridad,Ministerio de Seguridad,45 - Políticas de Seguridad Interior,00 - Políticas de Seguridad Interior,,,
Ministerio de Seguridad,Ministerio de Seguridad,45 - Políticas de Seguridad Interior,01 - Conducción y Administración,65706595,,
Ministerio de Seguridad,Ministerio de Seguridad,45 - Políticas de Seguridad Interior,02 - Coordinación de Políticas en Logísitica Federal,9296994,,
Ministerio de Seguridad,Ministerio de Seguridad,45 - Políticas de Seguridad Interior,03 - Acciones de Articulación en Programas de Capacitación y Formación,10356177,,
Ministerio de Seguridad,Ministerio de Seguridad,45 - Políticas de Seguridad Interior,04 - Elaboración y Actualización de Estadística Criminal,9068814,,
Ministerio de Seguridad,Ministerio de Seguridad,46 - Coordinación de Políticas de Seguridad en Fronteras,00 - Coordinación de Políticas de Seguridad en Fronteras,,,
Ministerio de Seguridad,Ministerio de Seguridad,46 - Coordinación de Políticas de Seguridad en Fronteras,01 - Conducción y Administración,71444629,,
Ministerio de Seguridad,Ministerio de Seguridad,46 - Coordinación de Políticas de Seguridad en Fronteras,02 - Abastecimiento Centralizado de Equipamiento y Acciones de Logística en las Zonas de Frontera,13117094,,
Ministerio de Seguridad,Ministerio de Seguridad,46 - Coordinación de Políticas de Seguridad en Fronteras,03 - Acciones de Articulación de Seguridad en Fronteras,14601736,,
Ministerio de Seguridad,Ministerio de Seguridad,46 - Coordinación de Políticas de Seguridad en Fronteras,"04 - Desarrollo de Infraestructura, Equipamiento y Capacitación de Complejos Fronterizos",37673360,,
Ministerio de Seguridad,Ministerio de Seguridad,47 - Políticas de Control y Lucha contra el Narcotráfico,00 - Políticas de Control y Lucha contra el Narcotráfico,,,
Ministerio de Seguridad,Ministerio de Seguridad,47 - Políticas de Control y Lucha contra el Narcotráfico,01 - Conducción y Administración,22950638,,
Ministerio de Seguridad,Ministerio de Seguridad,47 - Políticas de Control y Lucha contra el Narcotráfico,02 - Acciones de Control del Uso de Precursores Químicos,10917955,,
Ministerio de Seguridad,Ministerio de Seguridad,48 - Políticas de Emergencia en Seguridad Pública,01 - Conducción de las Políticas de Emergencia en Seguridad Pública,268951560,,
Ministerio de Seguridad,Ministerio de Seguridad,48 - Políticas de Emergencia en Seguridad Pública,00 - Construcción de Agencias Federales,19939170,,
Ministerio de Seguridad,Ministerio de Seguridad,92 - Administración del Fondo Permanente de Recompensas,01 - Administración del Fondo Permanente de Recompensas,95000,,
Ministerio de Seguridad,Policía Federal Argentina,01 - Actividades Centrales,01 - Conducción y Administración,2858236743,,
Ministerio de Seguridad,Policía Federal Argentina,01 - Actividades Centrales,02 - Servicios de Inteligencia,597425485,,
Ministerio de Seguridad,Policía Federal Argentina,01 - Actividades Centrales,03 - Comunicaciones e Informática,981215343,,
Ministerio de Seguridad,Policía Federal Argentina,01 - Actividades Centrales,04 - Cooperación Internacional,167244182,,
Ministerio de Seguridad,Policía Federal Argentina,22 - Asistencia Sanitaria de la Policía Federal Argentina,00 - Asistencia Sanitaria de la Policía Federal Argentina,,,
Ministerio de Seguridad,Policía Federal Argentina,22 - Asistencia Sanitaria de la Policía Federal Argentina,01 - Asistencia Sanitaria al Personal y su Familia,1439734166,,
Ministerio de Seguridad,Policía Federal Argentina,23 - Formación y Capacitación de la Policía Federal Argentina,00 - Formación y Capacitación de la Policía Federal Argentina,,,
Ministerio de Seguridad,Policía Federal Argentina,23 - Formación y Capacitación de la Policía Federal Argentina,01 - Formación y Capacitación del Personal,1943551881,,
Ministerio de Seguridad,Policía Federal Argentina,28 - Seguridad Federal,00 - Seguridad Federal,,,
Ministerio de Seguridad,Policía Federal Argentina,28 - Seguridad Federal,01 - Despliegue Interior,5147020700,,
Ministerio de Seguridad,Policía Federal Argentina,28 - Seguridad Federal,02 - Prevención y Conjuración del Narcotráfico,530902465,,
Ministerio de Seguridad,Policía Federal Argentina,28 - Seguridad Federal,03 - Seguridad en el Transporte,292720029,,
Ministerio de Seguridad,Policía Federal Argentina,28 - Seguridad Federal,04 - Servicios Periciales,604187552,,
Ministerio de Seguridad,Policía Federal Argentina,28 - Seguridad Federal,05 - Protección de Funcionarios y Objetivos Nacionales,1149471298,,
Ministerio de Seguridad,Policía Federal Argentina,28 - Seguridad Federal,00 - Construcción Laboratorio Policía Científica - Policía Federal Argentina,6996200,,
Ministerio de Seguridad,Policía Federal Argentina,28 - Seguridad Federal,00 - Construcción Nueva Sede Delegación Puerto Iguazú - Provincia de Misiones,1539164,,
Ministerio de Seguridad,Policía Federal Argentina,29 - Seguridad Federal en el Área Metropolitana,00 - Seguridad Federal en el Área Metropolitana,,,
Ministerio de Seguridad,Policía Federal Argentina,29 - Seguridad Federal en el Área Metropolitana,02 - Investigación de los Delitos de Competencia de la Justicia Nacional,699612892,,
Ministerio de Seguridad,Policía Federal Argentina,29 - Seguridad Federal en el Área Metropolitana,03 - Mantenimiento del Orden Público,1167935434,,
Ministerio de Seguridad,Policía Federal Argentina,29 - Seguridad Federal en el Área Metropolitana,04 - Prestación del Servicio de Policía Adicional,3423971950,,
Ministerio de Seguridad,Policía Federal Argentina,29 - Seguridad Federal en el Área Metropolitana,06 - Servicio Aeronáutico Federal,183204173,,
Ministerio de Seguridad,Policía Federal Argentina,29 - Seguridad Federal en el Área Metropolitana,00 - Construcción de un Hangar en Aeropuerto de San Fernando,1732259,,
Ministerio de Seguridad,Policía Federal Argentina,30 - Servicio de Bomberos,00 - Servicio de Bomberos,,,
Ministerio de Seguridad,Policía Federal Argentina,30 - Servicio de Bomberos,01 - Asistencia de Bomberos en Siniestros,886623822,,
Ministerio de Seguridad,Gendarmería Nacional,01 - Actividades Centrales,01 - Conducción y Administración,2758701810,,
Ministerio de Seguridad,Gendarmería Nacional,01 - Actividades Centrales,02 - Servicios de Inteligencia,473917792,,
Ministerio de Seguridad,Gendarmería Nacional,41 - Formación y Capacitación de la Gendarmería Nacional,00 - Formación y Capacitación de la Gendarmería Nacional,,,
Ministerio de Seguridad,Gendarmería Nacional,41 - Formación y Capacitación de la Gendarmería Nacional,01 - Coordinación y Evaluación,1059666584,,
Ministerio de Seguridad,Gendarmería Nacional,41 - Formación y Capacitación de la Gendarmería Nacional,02 - Formación del Personal,656788531,,
Ministerio de Seguridad,Gendarmería Nacional,41 - Formación y Capacitación de la Gendarmería Nacional,03 - Capacitación del Personal,1234745436,,
Ministerio de Seguridad,Gendarmería Nacional,41 - Formación y Capacitación de la Gendarmería Nacional,00 - Ampliación Centro de Capacitación de Montaña Villa Cerro Catedral Escuadrón 34 - Bariloche,6555090,,
Ministerio de Seguridad,Gendarmería Nacional,42 - Asistencia Sanitaria de la Gendarmería Nacional,00 - Asistencia Sanitaria de la Gendarmería Nacional,,,
Ministerio de Seguridad,Gendarmería Nacional,42 - Asistencia Sanitaria de la Gendarmería Nacional,01 - Asistencia Sanitaria al Personal y su Familia,1171643152,,
Ministerio de Seguridad,Gendarmería Nacional,42 - Asistencia Sanitaria de la Gendarmería Nacional,00 - Construcción Hospital de Día,39436911,,
Ministerio de Seguridad,Gendarmería Nacional,42 - Asistencia Sanitaria de la Gendarmería Nacional,"00 - Construcción Pabellón Sanidad en la Escuela de Gendarmería Nacional ""General Martín de Güemes"" -",19589360,,
Ministerio de Seguridad,Gendarmería Nacional,42 - Asistencia Sanitaria de la Gendarmería Nacional,00 - Construcción Pabellón Sanidad en la Región I - Campo de Mayo,19589360,,
Ministerio de Seguridad,Gendarmería Nacional,43 - Atención de Pasividades de la Gendarmería Nacional,00 - Atención de Pasividades de la Gendarmería Nacional,,,
Ministerio de Seguridad,Gendarmería Nacional,43 - Atención de Pasividades de la Gendarmería Nacional,01 - Atención de Pasividades de la Gendarmería Nacional,4488653000,,
Ministerio de Seguridad,Gendarmería Nacional,44 - Misiones Humanitarias y de Paz para Organismos Internacionales,00 - Misiones Humanitarias y de Paz para Organismos Internacionales,,,
Ministerio de Seguridad,Gendarmería Nacional,44 - Misiones Humanitarias y de Paz para Organismos Internacionales,01 - Misiones Humanitarias y de Paz para Organismos Internacionales,252589551,,
Ministerio de Seguridad,Gendarmería Nacional,48 - Seguridad en Fronteras,00 - Seguridad en Fronteras,,,
Ministerio de Seguridad,Gendarmería Nacional,48 - Seguridad en Fronteras,01 - Control de Fronteras y Servicio de Policía y Judicial,8953208842,,
Ministerio de Seguridad,Gendarmería Nacional,48 - Seguridad en Fronteras,02 - Servicios de Apoyo de Aviación y Policía Científica,1019406132,,
Ministerio de Seguridad,Gendarmería Nacional,48 - Seguridad en Fronteras,03 - Atención de Pasos de Frontera,110662522,,
Ministerio de Seguridad,Gendarmería Nacional,48 - Seguridad en Fronteras,00 - Construcción 10 Viviendas para Barrios Militares del Escuadrón 13 Iguazú - Provincia de Misiones,2938404,,
Ministerio de Seguridad,Gendarmería Nacional,48 - Seguridad en Fronteras,00 - Construcción Hangar en Campo de Mayo,5596960,,
Ministerio de Seguridad,Gendarmería Nacional,48 - Seguridad en Fronteras,00 - Remodelación del Complejo Fronterizo Aguas Blancas - Bermejo,453354,,
Ministerio de Seguridad,Gendarmería Nacional,48 - Seguridad en Fronteras,00 - Remodelación del Complejo Fronterizo Clorinda - Puerto José A. Falcón,906708,,
Ministerio de Seguridad,Gendarmería Nacional,48 - Seguridad en Fronteras,00 - Remodelación del Complejo Fronterizo Iguazú - Foz De Izguazú,7344511,,
Ministerio de Seguridad,Gendarmería Nacional,48 - Seguridad en Fronteras,00 - Remodelación del Complejo Fronterizo Jama,6548444,,
Ministerio de Seguridad,Gendarmería Nacional,48 - Seguridad en Fronteras,00 - Remodelación del Complejo Fronterizo La Quiaca - Villazón,692624,,
Ministerio de Seguridad,Gendarmería Nacional,48 - Seguridad en Fronteras,"00 - Remodelación del Complejo Fronterizo Pasarela ""La Fraternidad""",1219962,,
Ministerio de Seguridad,Gendarmería Nacional,49 - Operaciones Complementarias de Seguridad Interior,00 - Operaciones Complementarias de Seguridad Interior,,,
Ministerio de Seguridad,Gendarmería Nacional,49 - Operaciones Complementarias de Seguridad Interior,01 - Operaciones Especiales de Seguridad,5891159624,,
Ministerio de Seguridad,Gendarmería Nacional,49 - Operaciones Complementarias de Seguridad Interior,02 - Acciones de Seguridad Vial,1823816058,,
Ministerio de Seguridad,Prefectura Naval Argentina,01 - Actividades Centrales,01 - Conducción y Administración,1644555047,,
Ministerio de Seguridad,Prefectura Naval Argentina,01 - Actividades Centrales,06 - Servicios de Inteligencia,189889598,,
Ministerio de Seguridad,Prefectura Naval Argentina,01 - Actividades Centrales,07 - Apoyo Técnico en Investigación y Enlaces con el Poder Judicial,129862724,,
Ministerio de Seguridad,Prefectura Naval Argentina,31 - Policía de Seguridad de la Navegación,00 - Policía de Seguridad de la Navegación,,,
Ministerio de Seguridad,Prefectura Naval Argentina,31 - Policía de Seguridad de la Navegación,01 - Dirección y Coordinación,391496739,,
Ministerio de Seguridad,Prefectura Naval Argentina,31 - Policía de Seguridad de la Navegación,04 - Operaciones de Salvamento y Siniestros,326318832,,
Ministerio de Seguridad,Prefectura Naval Argentina,31 - Policía de Seguridad de la Navegación,06 - Servicio de Policía en Despliegue Permanente,8005931052,,
Ministerio de Seguridad,Prefectura Naval Argentina,31 - Policía de Seguridad de la Navegación,08 - Servicios de Apoyo,700280873,,
Ministerio de Seguridad,Prefectura Naval Argentina,31 - Policía de Seguridad de la Navegación,09 - Atención de Pasos de Frontera,8552081,,
Ministerio de Seguridad,Prefectura Naval Argentina,31 - Policía de Seguridad de la Navegación,00 - Repotenciación de Guardacostas Marítimos,41977200,,
Ministerio de Seguridad,Prefectura Naval Argentina,31 - Policía de Seguridad de la Navegación,00 - Ampliación Edificio Prefectura Usuahía,2798480,,
Ministerio de Seguridad,Prefectura Naval Argentina,31 - Policía de Seguridad de la Navegación,00 - Construcción Hangar Estación Aérea Mar del Plata,25186320,,
Ministerio de Seguridad,Prefectura Naval Argentina,31 - Policía de Seguridad de la Navegación,00 - Construcción de Galpones para el Almacenamiento de Repuestos para los Guardacostas de la Institución,13222818,,
Ministerio de Seguridad,Prefectura Naval Argentina,31 - Policía de Seguridad de la Navegación,00 - Construcción Contrase Comodoro Rivadavia,3498100,,
Ministerio de Seguridad,Prefectura Naval Argentina,31 - Policía de Seguridad de la Navegación,00 - Construcción de la Prefectura de Zona Lacustre y del Comahue - Etapa II,3148290,,
Ministerio de Seguridad,Prefectura Naval Argentina,31 - Policía de Seguridad de la Navegación,00 - Construcción Edificio de Oficinas en Predio Imprenta,279848,,
Ministerio de Seguridad,Prefectura Naval Argentina,31 - Policía de Seguridad de la Navegación,00 - Remodelación del Complejo Fronterizo Puerto Iguazú - Puerto Tres Fronteras,1859914,,
Ministerio de Seguridad,Prefectura Naval Argentina,31 - Policía de Seguridad de la Navegación,00 - Remodelación del Complejo Fronterizo Puerto Pilcomayo - Puerto Ita Enramada,1303392,,
Ministerio de Seguridad,Prefectura Naval Argentina,32 - Pasividades de la Prefectura Naval Argentina,00 - Pasividades de la Prefectura Naval Argentina,,,
Ministerio de Seguridad,Prefectura Naval Argentina,32 - Pasividades de la Prefectura Naval Argentina,01 - Atención de Pasividades de la Prefectura Naval,3437088911,,
Ministerio de Seguridad,Prefectura Naval Argentina,36 - Atención Sanitaria de la Prefectura Naval Argentina,00 - Atención Sanitaria de la Prefectura Naval Argentina,,,
Ministerio de Seguridad,Prefectura Naval Argentina,36 - Atención Sanitaria de la Prefectura Naval Argentina,01 - Atención Sanitaria del Personal y su Familia,458192746,,
Ministerio de Seguridad,Prefectura Naval Argentina,37 - Formación y Capacitación Profesional de la Prefectura Naval Argentina,00 - Formación y Capacitación Profesional de la Prefectura Naval Argentina,,,
Ministerio de Seguridad,Prefectura Naval Argentina,37 - Formación y Capacitación Profesional de la Prefectura Naval Argentina,01 - Formación del Personal,891077477,,
Ministerio de Seguridad,Prefectura Naval Argentina,37 - Formación y Capacitación Profesional de la Prefectura Naval Argentina,02 - Capacitación del Personal y de Terceros,369966764,,
Ministerio de Seguridad,Prefectura Naval Argentina,39 - Control y Servicio Técnico de Seguridad de la Navegación,00 - Control y Servicio Técnico de Seguridad de la Navegación,,,
Ministerio de Seguridad,Prefectura Naval Argentina,39 - Control y Servicio Técnico de Seguridad de la Navegación,01 - Control y Servicio Técnico de Seguridad de la Navegación,174044440,,
Ministerio de Seguridad,Prefectura Naval Argentina,40 - Operaciones Complementarias de Seguridad Interior,00 - Operaciones Complementarias de Seguridad Interior,,,
Ministerio de Seguridad,Prefectura Naval Argentina,40 - Operaciones Complementarias de Seguridad Interior,01 - Operaciones Especiales de Seguridad,845374015,,
Ministerio de Seguridad,Prefectura Naval Argentina,40 - Operaciones Complementarias de Seguridad Interior,02 - Conducción y Coordinación de Protección Ambiental,47751048,,
Ministerio de Seguridad,Prefectura Naval Argentina,41 - Servicio de Informática y Comunicaciones para la Navegación,00 - Servicio de Informática y Comunicaciones para la Navegación,,,
Ministerio de Seguridad,Prefectura Naval Argentina,41 - Servicio de Informática y Comunicaciones para la Navegación,01 - Servicio de Informática y Comunicaciones para la Navegación,302016614,,
Ministerio de Seguridad,Policía de Seguridad Aeroportuaria,01 - Actividades Centrales,01 - Conducción y Administración,384472730,,
Ministerio de Seguridad,Policía de Seguridad Aeroportuaria,01 - Actividades Centrales,00 - Reacondicionamiento del Desagüe y Estacionamiento del Ala Derecha del Edificio Adminsitrativo - Edificio Ex-Teatro - Ezeiza,1399240,,
Ministerio de Seguridad,Policía de Seguridad Aeroportuaria,23 - Seguridad Aeroportuaria,00 - Seguridad Aeroportuaria,,,
Ministerio de Seguridad,Policía de Seguridad Aeroportuaria,23 - Seguridad Aeroportuaria,01 - Servicio de Seguridad Aeroportuaria Preventiva,2531624309,,
Ministerio de Seguridad,Policía de Seguridad Aeroportuaria,23 - Seguridad Aeroportuaria,02 - Servicio de Seguridad Aeroportuaria Compleja,184187785,,
Ministerio de Seguridad,Policía de Seguridad Aeroportuaria,23 - Seguridad Aeroportuaria,00 - Cerramiento y Readecuación de Instalaciones del Puesto Lima ubicado en el Aeropuerto Internacional - Ezeiza,2518632,,
Ministerio de Seguridad,Policía de Seguridad Aeroportuaria,23 - Seguridad Aeroportuaria,00 - Reacondicionamiento de Instalaciones de la Unidad Operacional de Seguridad Preventiva (UOPS) Jujuy - Unidad Regional de Segurida,1826285,,
Ministerio de Seguridad,Policía de Seguridad Aeroportuaria,23 - Seguridad Aeroportuaria,00 - Reacondicionamiento de instalaciones de la Unidad Operacional de Seguridad Preventiva (UOPS) Salta - Unidad Regional de Segurida,1992737,,
Ministerio de Seguridad,Policía de Seguridad Aeroportuaria,23 - Seguridad Aeroportuaria,00 - Reacondicionamiento de instalaciones de la Unidad Operacional de Seguridad Preventiva (UOPS) Tucumán - Unidad Regional de Seguri,3468377,,
Ministerio de Seguridad,Policía de Seguridad Aeroportuaria,23 - Seguridad Aeroportuaria,00 - Reacondicionamiento de Instalaciones de la Unidad Operacional contra el Narcotráfico y Delitos Complejos (UONCyDC) - Unidad Regi,4197720,,
Ministerio de Seguridad,Policía de Seguridad Aeroportuaria,23 - Seguridad Aeroportuaria,00 - Reacondicionamiento de Instalaciones de la Unidad Operacional de Seguridad Preventiva (UOPS) Rosario - Unidad Regional de Seguri,5946770,,
Ministerio de Seguridad,Policía de Seguridad Aeroportuaria,23 - Seguridad Aeroportuaria,00 - Reacondicionamiento de Instalaciones de la Unidad Operacional de Seguridad Preventiva (UOPS) Iguazú - Unidad Regional de Seguri,4547530,,
Ministerio de Seguridad,Policía de Seguridad Aeroportuaria,23 - Seguridad Aeroportuaria,00 - Reacondicionamiento de Instalaciones de la Unidad Operacional de Seguridad Preventiva (UOPS) Formosa - Unidad Regional de Seguri,2448670,,
Ministerio de Seguridad,Policía de Seguridad Aeroportuaria,23 - Seguridad Aeroportuaria,00 - Reacondicionamiento de Instalaciones de la Unidad Operacional de Seguridad Preventiva (UOPS) Resistencia - Unidad Regional de Se,2448670,,
Ministerio de Seguridad,Policía de Seguridad Aeroportuaria,24 - Formación y Capacitación en Seguridad Aeroportuaria,00 - Formación y Capacitación en Seguridad Aeroportuaria,,,
Ministerio de Seguridad,Policía de Seguridad Aeroportuaria,24 - Formación y Capacitación en Seguridad Aeroportuaria,01 - Formación del Personal,90314461,,
Ministerio de Seguridad,Policía de Seguridad Aeroportuaria,24 - Formación y Capacitación en Seguridad Aeroportuaria,02 - Capacitación en Materia de Seguridad Aeroportuaria,10125849,,
Ministerio de Seguridad,Policía de Seguridad Aeroportuaria,24 - Formación y Capacitación en Seguridad Aeroportuaria,00 - Refuncionalización del Centro Avanzado Regional de Entranamiento (CARE) - Ezeiza,10494300,,
Ministerio de Seguridad,Policía de Seguridad Aeroportuaria,24 - Formación y Capacitación en Seguridad Aeroportuaria,00 - Construcción de un Polígono de Tiro para el Instituto Superior de Seguridad Aeroportuaria (ISSA) - Ezeiza,7673957,,
Ministerio de Defensa,Instituto Geográfico Nacional,16 - Elaboración y Actualización de Cartografía Básica Nacional,00 - Elaboración y Actualización de Cartografía Básica Nacional,,,
Ministerio de Defensa,Instituto Geográfico Nacional,16 - Elaboración y Actualización de Cartografía Básica Nacional,06 - Red Argentina de Monitoreo Satelital Continuo,8845994,,
Ministerio de Defensa,Instituto Geográfico Nacional,16 - Elaboración y Actualización de Cartografía Básica Nacional,07 - Conducción y Planeamiento,214413378,,
Ministerio de Defensa,Instituto Geográfico Nacional,16 - Elaboración y Actualización de Cartografía Básica Nacional,08 - Producción Cartográfica,28394559,,
Ministerio de Defensa,Instituto Geográfico Nacional,16 - Elaboración y Actualización de Cartografía Básica Nacional,09 - Capacitación,218405,,
Ministerio de Defensa,Instituto Geográfico Nacional,16 - Elaboración y Actualización de Cartografía Básica Nacional,10 - Revisión y Fiscalización,84474,,
Ministerio de Defensa,Instituto Geográfico Nacional,16 - Elaboración y Actualización de Cartografía Básica Nacional,11 - Servicios Geográficos Multimediales,1253296,,
Ministerio de Defensa,Instituto Geográfico Nacional,16 - Elaboración y Actualización de Cartografía Básica Nacional,00 - Remodelación del Espacio de Archivo Técnico Cartográfico,1323220,,
Ministerio de Defensa,Instituto Geográfico Nacional,16 - Elaboración y Actualización de Cartografía Básica Nacional,00 - Formación de Centros de Procesamiento y Análisis de Técnicas Medición Astronómica,685085,,
Ministerio de Defensa,Dirección General de Fabricaciones Militares,16 - Producción y Comercialización de Bienes y Servicios,00 - Producción y Comercialización de Bienes y Servicios,,,
Ministerio de Defensa,Dirección General de Fabricaciones Militares,16 - Producción y Comercialización de Bienes y Servicios,03 - Conducción y Administración,1745740774,,
Ministerio de Defensa,Dirección General de Fabricaciones Militares,16 - Producción y Comercialización de Bienes y Servicios,04 - Acciones de Producción y Comercializacion de Bienes y Servicios Aplicados a la Defensa y Seguridad,437733373,,
Ministerio de Defensa,Dirección General de Fabricaciones Militares,16 - Producción y Comercialización de Bienes y Servicios,05 - Acciones de Producción y Comercializacion de Bienes y Servicios Aplicados a la Minería y al Petróleo,81535638,,
Ministerio de Defensa,Dirección General de Fabricaciones Militares,16 - Producción y Comercialización de Bienes y Servicios,06 - Acciones de Producción y Comercializacion de Productos Químicos y Fertilizantes,72010000,,
Ministerio de Defensa,Dirección General de Fabricaciones Militares,16 - Producción y Comercialización de Bienes y Servicios,07 - Acciones de Producción y Comercializacion de Productos Metalmecánicos,3747322,,
Ministerio de Defensa,Dirección General de Fabricaciones Militares,16 - Producción y Comercialización de Bienes y Servicios,08 - Acciones de Producción y Comercializacion de Bienes y Servicios Aplicados al Transporte,26736733,,
Ministerio de Defensa,Dirección General de Fabricaciones Militares,16 - Producción y Comercialización de Bienes y Servicios,"00 - Adecuación de la Infraestructura Productiva, Métodos y Sistemas Etapa II - Fábrica Militar Río Tercero",6100000,,
Ministerio de Defensa,Dirección General de Fabricaciones Militares,16 - Producción y Comercialización de Bienes y Servicios,"00 - Instalación Centro de Servicios Mineros ""Jachal"" - Fábrica Militar Villa María",1997075,,
Ministerio de Defensa,Dirección General de Fabricaciones Militares,16 - Producción y Comercialización de Bienes y Servicios,00 - Construcción Planta de Propulsantes Compuestos en Fábrica Militar de Pólvoras y Explosivos Villa María,6200000,,
Ministerio de Defensa,Dirección General de Fabricaciones Militares,16 - Producción y Comercialización de Bienes y Servicios,00 - Instalaciones para Mejoras Ambientales de Plantas Químicas en Río Tercero,7200000,,
Ministerio de Defensa,Dirección General de Fabricaciones Militares,16 - Producción y Comercialización de Bienes y Servicios,"00 - Implementación Nuevo Sistema de Medición y Control en la Fábrica Militar de Villa María, Fabrica Militar de Río Tercero y FMA",12600000,,
Ministerio de Defensa,Dirección General de Fabricaciones Militares,16 - Producción y Comercialización de Bienes y Servicios,00 - Modernización Planta de Pólvoras Monobásicas en la Fábrica Militar de Villa María,130000,,
Ministerio de Defensa,Dirección General de Fabricaciones Militares,16 - Producción y Comercialización de Bienes y Servicios,00 - Remodelación para Actualización Tecnológica Planta Ácido Nítrico - Etapa II,410000,,
Ministerio de Defensa,Dirección General de Fabricaciones Militares,16 - Producción y Comercialización de Bienes y Servicios,00 - Remodelación para Actualización Planta Nitrato Amonio y Ácido Sulfúrico - Etapa II,3000000,,
Ministerio de Defensa,Dirección General de Fabricaciones Militares,16 - Producción y Comercialización de Bienes y Servicios,00 - Puesta en Valor y Actualización Tecnológica de Laboratorios de Calidad en la Fábrica Militar de Pólvoras y Explosivos V. María,1400000,,
Ministerio de Defensa,Dirección General de Fabricaciones Militares,16 - Producción y Comercialización de Bienes y Servicios,00 - Puesta en Valor Edilicia e Instalaciones Eléctricas en la Fábrica Militar Fray Luis Beltrán,18300000,,
Ministerio de Defensa,Dirección General de Fabricaciones Militares,16 - Producción y Comercialización de Bienes y Servicios,00 - Ampliación y Puesta en Valor Edilicia en la Fábrica Militar Río Tercero,13000000,,
