jurisdiccion,entidad,programa,actividad,credito_original,aumento,marcar_hijos_con_posible_reasignacion
Ministerio de Relaciones Exteriores y Culto,Ministerio de Relaciones Exteriores y Culto,Mantenimiento y Promoción de las Relaciones Económicas Internacionales,Fortalecimiento del MERCOSUR,1632657,,
Ministerio de Relaciones Exteriores y Culto,Ministerio de Relaciones Exteriores y Culto,Mantenimiento y Promoción de las Relaciones Económicas Internacionales,Apertura de Mercados,5444214,,
Ministerio de Relaciones Exteriores y Culto,Ministerio de Relaciones Exteriores y Culto,Mantenimiento y Promoción de las Relaciones Económicas Internacionales,Promoción de la Exportaciones,44894039,,
Ministerio de Relaciones Exteriores y Culto,Ministerio de Relaciones Exteriores y Culto,Desarrollo del Plan Antártico,Desarrollo del Plan Antártico,285676702,,
Ministerio de Relaciones Exteriores y Culto,Ministerio de Relaciones Exteriores y Culto,Promoción de la Cooperación Internacional,Desarrollo de la Cooperación Sur-Sur y Triangular,84617932,,
Ministerio de Relaciones Exteriores y Culto,Ministerio de Relaciones Exteriores y Culto,Cuotas y Contribuciones a Organismos Internacionales,Financiamiento del Estado Argentino a los Organismos de Alcance Regional,1668435598,,
Ministerio de Justicia y Derechos Humanos,Instituto Nacional de Asuntos Indígenas,Atención y Desarrollo de Poblaciones Indígenas,Conducción,169983024,,
Ministerio de Justicia y Derechos Humanos,Instituto Nacional de Asuntos Indígenas,Atención y Desarrollo de Poblaciones Indígenas,Relevamiento Territorial en Comunidades Indígenas,20609000,,
Ministerio de Justicia y Derechos Humanos,"Instituto Nacional contra la Discriminación, la Xenofobia y el Racismo","Acciones contra la Discriminación, la Xenofobia y el Racismo","Acciones contra la Discriminación, la Xenofobia y el Racismo",240110481,,
Ministerio de Justicia y Derechos Humanos,Centro Internacional para la Promoción de los Derechos Humanos,Promoción Internacional de los Derechos Humanos,Promoción Internacional de los Derechos Humanos,40635874,,
Ministerio de Justicia y Derechos Humanos,Agencia Nacional de Materiales Controlados,Formulación y Ejecución de Políticas para Restringir el Circulante de Armas de Fuego en la Sociedad Civil,Conducción Superior,113422591,,
Ministerio de Justicia y Derechos Humanos,Ministerio de Justicia y Derechos Humanos,Actividades Centrales,Dirección Superior,131779195,,
Ministerio de Justicia y Derechos Humanos,Ministerio de Justicia y Derechos Humanos,Actividades Centrales,Servicios de Auditoría,56660451,,
Ministerio de Justicia y Derechos Humanos,Ministerio de Justicia y Derechos Humanos,Actividades Centrales,Servicios Administrativos,180727954,,
Ministerio de Justicia y Derechos Humanos,Ministerio de Justicia y Derechos Humanos,Actividades Centrales,Asesoría Jurídica,160725963,,
Ministerio de Justicia y Derechos Humanos,Ministerio de Justicia y Derechos Humanos,Actividades Centrales,Gestión Informática,26645231,,
Ministerio de Justicia y Derechos Humanos,Ministerio de Justicia y Derechos Humanos,Actividades Centrales,Prensa,5724173,,
Ministerio de Justicia y Derechos Humanos,Ministerio de Justicia y Derechos Humanos,Actividades Centrales,Relaciones Institucionales y Asuntos Internacionales,22171893,,
Ministerio de Justicia y Derechos Humanos,Ministerio de Justicia y Derechos Humanos,Política e Infraestructura Penitenciaria - Justicia 2020,Infraestructura Penitenciaria,430205084,,
Ministerio de Justicia y Derechos Humanos,Ministerio de Justicia y Derechos Humanos,Política e Infraestructura Penitenciaria - Justicia 2020,Protección a Testigos e Imputados,45405820,,
Ministerio de Justicia y Derechos Humanos,Ministerio de Justicia y Derechos Humanos,Política e Infraestructura Penitenciaria - Justicia 2020,Producción de Datos Públicos,2808725,,
Ministerio de Justicia y Derechos Humanos,Ministerio de Justicia y Derechos Humanos,Política e Infraestructura Penitenciaria - Justicia 2020,Política Criminal,54539646,,
Ministerio de Justicia y Derechos Humanos,Ministerio de Justicia y Derechos Humanos,Política e Infraestructura Penitenciaria - Justicia 2020,Readaptación Social,46561417,,
Ministerio de Justicia y Derechos Humanos,Ministerio de Justicia y Derechos Humanos,Política e Infraestructura Penitenciaria - Justicia 2020,Asistencia de Personas Bajo Vigilancia Electrónica,235930640,,
Ministerio de Justicia y Derechos Humanos,Ministerio de Justicia y Derechos Humanos,Política e Infraestructura Penitenciaria - Justicia 2020,Construcción Complejo Penitenciario Federal de Condenados - Mercedes - Buenos Aires,650043792,,
Ministerio de Justicia y Derechos Humanos,Ministerio de Justicia y Derechos Humanos,Política e Infraestructura Penitenciaria - Justicia 2020,Construcción Centro Penitenciario Federal del Litoral - Coronda - Santa Fe,354019254,,
Ministerio de Justicia y Derechos Humanos,Ministerio de Justicia y Derechos Humanos,Regulación y Control Registral - Justicia 2020,Coordinación y Control de Gestión Registral,62131627,,
Ministerio de Justicia y Derechos Humanos,Ministerio de Justicia y Derechos Humanos,Regulación y Control Registral - Justicia 2020,"Inscripción, Registro y Fiscalización de Sociedades",116941303,,
Ministerio de Justicia y Derechos Humanos,Ministerio de Justicia y Derechos Humanos,Regulación y Control Registral - Justicia 2020,Registro de la Propiedad Inmueble,64376468,,
Ministerio de Justicia y Derechos Humanos,Ministerio de Justicia y Derechos Humanos,Regulación y Control Registral - Justicia 2020,Registro de la Propiedad Intelectual,33909970,,
Ministerio de Justicia y Derechos Humanos,Ministerio de Justicia y Derechos Humanos,Regulación y Control Registral - Justicia 2020,Registro de la Propiedad Automotor,66179484,,
Ministerio de Justicia y Derechos Humanos,Ministerio de Justicia y Derechos Humanos,Regulación y Control Registral - Justicia 2020,Registro de Reincidencia y Estadística Criminal,67951061,,
Ministerio de Justicia y Derechos Humanos,Ministerio de Justicia y Derechos Humanos,Regulación y Control Registral - Justicia 2020,Registro de Tierras Rurales,6809588,,
Ministerio de Justicia y Derechos Humanos,Ministerio de Justicia y Derechos Humanos,Representación Notarial del Estado,Representación Notarial del Estado,41084858,,
Ministerio de Justicia y Derechos Humanos,Ministerio de Justicia y Derechos Humanos,Promoción y Defensa de los Derechos Humanos - Justicia 2020,Fortalecimiento de Procesos Judiciales contra Delitos de Lesa Humanidad,18670588,,
Ministerio de Justicia y Derechos Humanos,Ministerio de Justicia y Derechos Humanos,Promoción y Defensa de los Derechos Humanos - Justicia 2020,Muestra Permanente Museo de Sitio ESMA,21494708,,
Ministerio de Justicia y Derechos Humanos,Ministerio de Justicia y Derechos Humanos,Promoción y Defensa de los Derechos Humanos - Justicia 2020,Custodia del Archivo Nacional de la Memoria,148909382,,
Ministerio de Justicia y Derechos Humanos,Ministerio de Justicia y Derechos Humanos,Promoción y Defensa de los Derechos Humanos - Justicia 2020,Promoción y Defensa de los Derechos Humanos,346139724,,
Ministerio de Justicia y Derechos Humanos,Ministerio de Justicia y Derechos Humanos,Promoción y Defensa de los Derechos Humanos - Justicia 2020,Puesta en Valor de Sitios de Memoria,10249049,,
Ministerio de Justicia y Derechos Humanos,Ministerio de Justicia y Derechos Humanos,Promoción y Defensa de los Derechos Humanos - Justicia 2020,Acciones de Prevención de Conflictos Socio Ambientales,9975528,,
Ministerio de Justicia y Derechos Humanos,Ministerio de Justicia y Derechos Humanos,Promoción y Defensa de los Derechos Humanos - Justicia 2020,Impulso a Políticas Integrales de Género y Diversidad Sexual (PPG),3128960,,
Ministerio de Justicia y Derechos Humanos,Ministerio de Justicia y Derechos Humanos,Promoción y Defensa de los Derechos Humanos - Justicia 2020,Promoción de los Derechos de los Pueblos Indígenas de la República Argentina,21377796,,
Ministerio de Justicia y Derechos Humanos,Ministerio de Justicia y Derechos Humanos,Controles Anticorrupción - Justicia 2020,Acciones Inherentes a la Inserción Argentina en el Mundo,2762400,,
Ministerio de Justicia y Derechos Humanos,Ministerio de Justicia y Derechos Humanos,Controles Anticorrupción - Justicia 2020,Controles Anticorrupción,99647809,,
Ministerio de Justicia y Derechos Humanos,Ministerio de Justicia y Derechos Humanos,Formación Universitaria en Derechos Humanos,Formación Universitaria en Derechos Humanos,41551170,,
Ministerio de Justicia y Derechos Humanos,Ministerio de Justicia y Derechos Humanos,Mejoramiento del Sistema de Justicia - Justicia 2020,Coordinación de Derecho Privado,3257659,,
Ministerio de Justicia y Derechos Humanos,Ministerio de Justicia y Derechos Humanos,Mejoramiento del Sistema de Justicia - Justicia 2020,Acciones de Justicia 2020,15206140,,
Ministerio de Justicia y Derechos Humanos,Ministerio de Justicia y Derechos Humanos,Mejoramiento del Sistema de Justicia - Justicia 2020,Transferencia de la Justicia Nacional a la CABA,206098347,,
Ministerio de Justicia y Derechos Humanos,Ministerio de Justicia y Derechos Humanos,"Prevención e Investigación contra el Terrorismo, el Crimen Organizado y el Ciberdelito - Justicia 2020",Combate del Lavado de Activos y Financiación del Terrorismo,8454257,,
Ministerio de Justicia y Derechos Humanos,Ministerio de Justicia y Derechos Humanos,Afianzamiento de la Justicia como Valor - Justicia 2020,Acceso a la Justicia,78759227,,
Ministerio de Justicia y Derechos Humanos,Ministerio de Justicia y Derechos Humanos,Afianzamiento de la Justicia como Valor - Justicia 2020,Mediación y Resolución de Conflictos,17937779,,
Ministerio de Justicia y Derechos Humanos,Ministerio de Justicia y Derechos Humanos,Afianzamiento de la Justicia como Valor - Justicia 2020,Dirección Nacional del Sistema Argentino de Información Jurídica,32185393,,
Ministerio de Justicia y Derechos Humanos,Ministerio de Justicia y Derechos Humanos,Afianzamiento de la Justicia como Valor - Justicia 2020,Dirección Nacional de Relaciones con la Comunidad Académica y la Sociedad Civil,3969784,,
Ministerio de Justicia y Derechos Humanos,Ministerio de Justicia y Derechos Humanos,Afianzamiento de la Justicia como Valor - Justicia 2020,Rescate y Acompañamiento a Víctimas de Trata (PPG),48802862,,
Ministerio de Justicia y Derechos Humanos,Ministerio de Justicia y Derechos Humanos,Afianzamiento de la Justicia como Valor - Justicia 2020,Protección de Víctimas de Violencias (PPG),301790243,,
Ministerio de Justicia y Derechos Humanos,Ministerio de Justicia y Derechos Humanos,Afianzamiento de la Justicia como Valor - Justicia 2020,Apoyo a las Justicias Provinciales (PPG),65309562,,
Ministerio de Justicia y Derechos Humanos,Servicio Penitenciario Federal,Actividades Centrales,Dirección y Administración,4547721185,,
Ministerio de Justicia y Derechos Humanos,Servicio Penitenciario Federal,Seguridad y Rehabilitación del Interno,Atención Médico Sanitaria,826663235,,
Ministerio de Justicia y Derechos Humanos,Servicio Penitenciario Federal,Seguridad y Rehabilitación del Interno,Seguridad y Traslados,322984697,,
Ministerio de Justicia y Derechos Humanos,Servicio Penitenciario Federal,Seguridad y Rehabilitación del Interno,Alojamiento y Tratamiento,8873495731,,
Ministerio de Justicia y Derechos Humanos,Servicio Penitenciario Federal,Pagos a Retirados y Pensionados,Administración de Retiros y Pensiones,8118864030,,
Ministerio de Justicia y Derechos Humanos,Servicio Penitenciario Federal,Cooperación Técnica y Financiera para la Laborterapia de Internos,Cooperación Técnica y Financiera para la Laborterapia de Internos,1281041013,,
Ministerio de Justicia y Derechos Humanos,Servicio Penitenciario Federal,Formación y Capacitación,"Escuela de Oficiales, Suboficiales y Academia Superior de Estudios Penitenciarios",296642103,,
Ministerio de Justicia y Derechos Humanos,Procuración del Tesoro de la Nación,Defensa y Representación Jurídica del Estado,Defensa y Representación Jurídica del Estado,229407905,,
Ministerio de Seguridad,"Caja de Retiros, Jubilaciones y Pensiones de la Policía Federal Argentina",Actividades Centrales,Conducción y Administración,359842699,,
Ministerio de Seguridad,"Caja de Retiros, Jubilaciones y Pensiones de la Policía Federal Argentina","Administración de Beneficios Previsionales Policía Federal, Policía de Seguridad Aeroportuaria y otros",Administración Pasividades,35820899999,,
Ministerio de Seguridad,"Caja de Retiros, Jubilaciones y Pensiones de la Policía Federal Argentina",Administración de Beneficios Previsionales Gendarmería Nacional,Administración Pasividades,8547999996,,
Ministerio de Seguridad,"Caja de Retiros, Jubilaciones y Pensiones de la Policía Federal Argentina",Administración de Beneficios Previsionales Prefectura Naval Argentina,Administración Pasividades,6625700000,,
Ministerio de Seguridad,Ministerio de Seguridad,Actividades Centrales,Conducción Superior,193555029,,
Ministerio de Seguridad,Ministerio de Seguridad,Actividades Centrales,Coordinación Administrativa,1276774374,,
Ministerio de Seguridad,Ministerio de Seguridad,Actividades Centrales,Programa Federal de Seguridad (BID N° 4113/OC-AR),34546977,,
Ministerio de Seguridad,Ministerio de Seguridad,Actividades Centrales,Acciones de Inteligencia Criminal,239553887,,
Ministerio de Seguridad,Ministerio de Seguridad,Actividades Centrales,Acciones por la Equidad de Género (PPG),2453400,,
Ministerio de Seguridad,Ministerio de Seguridad,"Acciones Inherentes a la Tecnología, Equipamiento y Logística de la Seguridad",Normalización y Abastecimiento Centralizado de Equipamiento,131332514,,
Ministerio de Seguridad,Ministerio de Seguridad,"Políticas de Seguridad, Participación Ciudadana, Territorial, Investigación del Delito Organizado",Conducción de las Políticas de Seguridad,30780388,,
Ministerio de Seguridad,Ministerio de Seguridad,"Políticas de Seguridad, Participación Ciudadana, Territorial, Investigación del Delito Organizado",Acciones de Política de Seguridad e Intervención Territorial,63444869,,
Ministerio de Seguridad,Ministerio de Seguridad,"Políticas de Seguridad, Participación Ciudadana, Territorial, Investigación del Delito Organizado",Acciones de Investigación del Delito Organizado y Complejo,27985847,,
Ministerio de Seguridad,Ministerio de Seguridad,"Políticas de Seguridad, Participación Ciudadana, Territorial, Investigación del Delito Organizado","Control, Planificación e Intervención Operativa para Prevención del Delito",29749600,,
Ministerio de Seguridad,Ministerio de Seguridad,"Políticas de Seguridad, Participación Ciudadana, Territorial, Investigación del Delito Organizado",Programa Barrios Seguros,1670000,,
Ministerio de Seguridad,Ministerio de Seguridad,"Acciones de Cooperación con los Poderes Judiciales, Ministerios Públicos y Legislaturas",Conducción de las Acciones de Articulación,69751095,,
Ministerio de Seguridad,Ministerio de Seguridad,"Acciones de Cooperación con los Poderes Judiciales, Ministerios Públicos y Legislaturas",Administración del Fondo Permanente de Recompensas,2000000,,
Ministerio de Seguridad,Ministerio de Seguridad,"Acciones de Cooperación con los Poderes Judiciales, Ministerios Públicos y Legislaturas",Administración del Fondo del Registro de Informantes de la Ley N° 27.319,1000000,,
Ministerio de Seguridad,Ministerio de Seguridad,"Acciones de Protección Civil, Prevención de Emergencias y Alerta Temprana a Desastres",Acciones de Protección Civil y Prevención de Emergencias,2271351373,,
Ministerio de Seguridad,Ministerio de Seguridad,"Acciones de Protección Civil, Prevención de Emergencias y Alerta Temprana a Desastres",Acciones para la Atención del Sistema Federal de Emergencias (SIFEM),26156000,,
Ministerio de Seguridad,Ministerio de Seguridad,"Acciones de Protección Civil, Prevención de Emergencias y Alerta Temprana a Desastres",Servicio Nacional de Manejo del Fuego,282575000,,
Ministerio de Seguridad,Ministerio de Seguridad,Acciones de Formación y Capacitación,Conducción de las Acciones de Formación y Capacitación,43876666,,
Ministerio de Seguridad,Ministerio de Seguridad,Acciones de Formación y Capacitación,Acciones de Investigación Técnica-Científica en Materia de Seguridad,95834,,
Ministerio de Seguridad,Ministerio de Seguridad,Acciones de Formación y Capacitación,Promoción de la Gestión Estratégica Combinada de la Seguridad,14891425,,
Ministerio de Seguridad,Ministerio de Seguridad,Políticas de Seguridad Interior,Conducción y Administración,21944624,,
Ministerio de Seguridad,Ministerio de Seguridad,Políticas de Seguridad Interior,Elaboración y Actualización de Estadística Criminal,14714177,,
Ministerio de Seguridad,Ministerio de Seguridad,Políticas de Seguridad Interior,Tribuna Segura,22856351,,
Ministerio de Seguridad,Ministerio de Seguridad,Políticas de Seguridad Interior,Asistencia Financiera a Jurisdicciones para Desarrollar Capacidades Operativas,36826620,,
Ministerio de Seguridad,Ministerio de Seguridad,Coordinación de Políticas de Seguridad en Fronteras,"Desarrollo de Infraestructura, Equipamiento y Capacitación de Complejos Fronterizos (FONPLATA 28/16)",41753423,,
Ministerio de Seguridad,Ministerio de Seguridad,Coordinación de Políticas de Seguridad en Fronteras,"Acciones de Diseño, Monitoreo, Control y Vigilancia en Fronteras",25196611,,
Ministerio de Seguridad,Ministerio de Seguridad,Coordinación de Políticas de Seguridad en Fronteras,Fortalecimiento Pasos Internacionales en Frontera Norte,1000000,,
Ministerio de Seguridad,Ministerio de Seguridad,Políticas de Control y Lucha contra el Narcotráfico,Conducción y Administración,20052469,,
Ministerio de Seguridad,Ministerio de Seguridad,Políticas de Control y Lucha contra el Narcotráfico,Trazabilidad de Precursores Químicos,50146442,,
Ministerio de Seguridad,Ministerio de Seguridad,Proyectos Especiales en Seguridad Pública,Conducción de los Proyectos Especiales en Seguridad Pública,806308109,,
Ministerio de Seguridad,Policía Federal Argentina,Actividades Centrales,Conducción y Administración,4596088589,,
Ministerio de Seguridad,Policía Federal Argentina,Actividades Centrales,Cooperación Internacional,279423758,,
Ministerio de Seguridad,Policía Federal Argentina,Actividades Centrales,Acciones por la Equidad de Género (PPG),16475969,,
Ministerio de Seguridad,Policía Federal Argentina,Asistencia Sanitaria de la Policía Federal Argentina,Asistencia Sanitaria al Personal y su Familia,2052762348,,
Ministerio de Seguridad,Policía Federal Argentina,Formación y Capacitación de la Policía Federal Argentina,Formación y Capacitación del Personal,1969156730,,
Ministerio de Seguridad,Policía Federal Argentina,Seguridad Federal,Despliegue Interior,7024814081,,
Ministerio de Seguridad,Policía Federal Argentina,Seguridad Federal,Prevención y Conjuración del Narcotráfico,1251102925,,
Ministerio de Seguridad,Policía Federal Argentina,Seguridad Federal,Seguridad en el Transporte,817326574,,
Ministerio de Seguridad,Policía Federal Argentina,Seguridad Federal,Análisis Pericial,746410623,,
Ministerio de Seguridad,Policía Federal Argentina,Seguridad Federal,Inteligencia Criminal Operativa,1280231032,,
Ministerio de Seguridad,Policía Federal Argentina,Seguridad Federal,Investigación de Delitos Complejos,1157709293,,
Ministerio de Seguridad,Policía Federal Argentina,Seguridad Federal,Mantenimiento del Orden Público,1825552922,,
Ministerio de Seguridad,Policía Federal Argentina,Seguridad Federal,"Cooperación, Búsqueda y Salvamento Aeronáutico Federal",214341098,,
Ministerio de Seguridad,Policía Federal Argentina,Seguridad Federal,Protección de Estado,2554240543,,
Ministerio de Seguridad,Policía Federal Argentina,Seguridad Federal,Prestación del Servicio de Policía Adicional,4571868726,,
Ministerio de Seguridad,Policía Federal Argentina,Servicio de Bomberos,Asistencia de Bomberos en Siniestros,1575398184,,
Ministerio de Seguridad,Policía Federal Argentina,Servicios de Informática y Comunicaciones,Comunicaciones e Informática,1356233911,,
Ministerio de Seguridad,Gendarmería Nacional,Actividades Centrales,Conducción y Administración,3422563741,,
Ministerio de Seguridad,Gendarmería Nacional,Actividades Centrales,Servicios de Inteligencia,1371287457,,
Ministerio de Seguridad,Gendarmería Nacional,Actividades Centrales,Acciones por la Equidad de Género (PPG),35141757,,
Ministerio de Seguridad,Gendarmería Nacional,Formación y Capacitación de la Gendarmería Nacional,Coordinación y Evaluación,1893650212,,
Ministerio de Seguridad,Gendarmería Nacional,Formación y Capacitación de la Gendarmería Nacional,Formación del Personal,2824330724,,
Ministerio de Seguridad,Gendarmería Nacional,Formación y Capacitación de la Gendarmería Nacional,Capacitación del Personal,806698744,,
Ministerio de Seguridad,Gendarmería Nacional,Asistencia Sanitaria de la Gendarmería Nacional,Asistencia Sanitaria al Personal y su Familia,1920154559,,
Ministerio de Seguridad,Gendarmería Nacional,Misiones Humanitarias y de Paz para Organismos Internacionales,Misiones Humanitarias y de Paz para Organismos Internacionales,356577665,,
Ministerio de Seguridad,Gendarmería Nacional,Seguridad en Fronteras,Control de Fronteras,11156962472,,
Ministerio de Seguridad,Gendarmería Nacional,Seguridad en Fronteras,Acciones para la Atención de Pasos Fronterizos,500933281,,
Ministerio de Seguridad,Gendarmería Nacional,Operaciones Complementarias de Seguridad Interior,Acciones de Seguridad Vial,2029995992,,
Ministerio de Seguridad,Gendarmería Nacional,Operaciones Complementarias de Seguridad Interior,Servicios de Apoyo de Aviación,385204511,,
Ministerio de Seguridad,Gendarmería Nacional,Operaciones Complementarias de Seguridad Interior,Operaciones Especiales de Seguridad,11426686939,,
Ministerio de Seguridad,Gendarmería Nacional,Servicio de Investigación de Delitos Complejos y Operaciones Antidrogas,Servicios de Policía y Judicial,1214826929,,
Ministerio de Seguridad,Gendarmería Nacional,Servicio de Investigación de Delitos Complejos y Operaciones Antidrogas,Servicios de Policía Criminalística y Estudios Forenses,1013109244,,
Ministerio de Seguridad,Gendarmería Nacional,Servicio de Investigación de Delitos Complejos y Operaciones Antidrogas,Servicios de Investigaciones y Operaciones Antidrogas,124991908,,
Ministerio de Seguridad,Gendarmería Nacional,Servicio de Investigación de Delitos Complejos y Operaciones Antidrogas,Servicios de Estudios e Investigaciones de Delitos Complejos,153640569,,
Ministerio de Seguridad,Prefectura Naval Argentina,Actividades Centrales,Conducción y Administración,2639997555,,
Ministerio de Seguridad,Prefectura Naval Argentina,Actividades Centrales,Servicios de Inteligencia,338172623,,
Ministerio de Seguridad,Prefectura Naval Argentina,Actividades Centrales,Apoyo Técnico en Investigación y Enlaces con el Poder Judicial,219256668,,
Ministerio de Seguridad,Prefectura Naval Argentina,Actividades Centrales,Acciones por la Equidad de Género (PPG),60000,,
Ministerio de Seguridad,Prefectura Naval Argentina,Policía de Seguridad de la Navegación,Dirección y Coordinación,673384377,,
Ministerio de Seguridad,Prefectura Naval Argentina,Policía de Seguridad de la Navegación,Operaciones de Salvamento y Siniestros,445666137,,
Ministerio de Seguridad,Prefectura Naval Argentina,Policía de Seguridad de la Navegación,Servicio de Policía en Despliegue Permanente,14342959186,,
Ministerio de Seguridad,Prefectura Naval Argentina,Policía de Seguridad de la Navegación,Servicios de Apoyo,1121949243,,
Ministerio de Seguridad,Prefectura Naval Argentina,Policía de Seguridad de la Navegación,Acciones para la Atención de Pasos Fronterizos,1000000,,
Ministerio de Seguridad,Prefectura Naval Argentina,Policía de Seguridad de la Navegación,Ampliación Edificio Prefectura Ushuaia,30746876,,
Ministerio de Seguridad,Prefectura Naval Argentina,Policía de Seguridad de la Navegación,Construcción Contrase Comodoro Rivadavia,11953251,,
Ministerio de Seguridad,Prefectura Naval Argentina,Policía de Seguridad de la Navegación,Construcción Polo Logístico Regional Norte,40844152,,
Ministerio de Seguridad,Prefectura Naval Argentina,Atención Sanitaria de la Prefectura Naval Argentina,Atención Sanitaria del Personal y su Familia,791314849,,
Ministerio de Seguridad,Prefectura Naval Argentina,Formación y Capacitación Profesional de la Prefectura Naval Argentina,Formación del Personal,1536689225,,
Ministerio de Seguridad,Prefectura Naval Argentina,Formación y Capacitación Profesional de la Prefectura Naval Argentina,Capacitación del Personal y de Terceros,664597231,,
Ministerio de Seguridad,Prefectura Naval Argentina,Formación y Capacitación Profesional de la Prefectura Naval Argentina,Remodelación de Baños para Aspirantes de 1º y 2º Año,10377071,,
Ministerio de Seguridad,Prefectura Naval Argentina,Control y Servicio Técnico de Seguridad de la Navegación,Control y Servicio Técnico de Seguridad de la Navegación,306029996,,
Ministerio de Seguridad,Prefectura Naval Argentina,Operaciones de Seguridad Interior,Conducción y Coordinación de Protección Ambiental,84942828,,
Ministerio de Seguridad,Prefectura Naval Argentina,Operaciones de Seguridad Interior,Operaciones Especiales de Seguridad,287687500,,
Ministerio de Seguridad,Prefectura Naval Argentina,Servicio de Informática y Comunicaciones para la Navegación,Conducción y Administración,357058322,,
Ministerio de Seguridad,Prefectura Naval Argentina,Servicio de Informática y Comunicaciones para la Navegación,Servicio de Control y Asistencia de Tráfico de la Hidrovía,4700000,,
Ministerio de Seguridad,Policía de Seguridad Aeroportuaria,Actividades Centrales,Conducción y Administración,574074982,,
Ministerio de Seguridad,Policía de Seguridad Aeroportuaria,Actividades Centrales,Acciones por la Equidad de Género (PPG),4638362,,
Ministerio de Seguridad,Policía de Seguridad Aeroportuaria,Seguridad Aeroportuaria,Servicio de Seguridad Aeroportuaria Preventiva,3583529102,,
Ministerio de Seguridad,Policía de Seguridad Aeroportuaria,Seguridad Aeroportuaria,Servicio de Seguridad Aeroportuaria Compleja,319774842,,
Ministerio de Seguridad,Policía de Seguridad Aeroportuaria,Seguridad Aeroportuaria,Cableado Subterráneo e Instalación de Tableros para Conexión Grupo Electrógeno (Edificio URSA I - IFE),2253772,,
Ministerio de Seguridad,Policía de Seguridad Aeroportuaria,Seguridad Aeroportuaria,Readecuación Sala de Armas (Edificio URSA I - IFE),163983,,
Ministerio de Seguridad,Policía de Seguridad Aeroportuaria,Seguridad Aeroportuaria,"Readecuación Eléctrica e Iluminación Exterior del Predio ""La Valentina""",3607633,,
Ministerio de Seguridad,Policía de Seguridad Aeroportuaria,Seguridad Aeroportuaria,Readecuación en el Edificio de la Estación Aeronaval Ezeiza,9183066,,
Ministerio de Seguridad,Policía de Seguridad Aeroportuaria,Formación y Capacitación en Seguridad Aeroportuaria,Formación del Personal,85928405,,
Ministerio de Seguridad,Policía de Seguridad Aeroportuaria,Formación y Capacitación en Seguridad Aeroportuaria,Capacitación en Materia de Seguridad Aeroportuaria,1150000,,
Ministerio de Seguridad,Policía de Seguridad Aeroportuaria,Formación y Capacitación en Seguridad Aeroportuaria,Reacondicionamiento de Equipos de Media Tensión en la Sala de Tablero (Transformadores) Predio ISSA,819916,,
Ministerio de Seguridad,Policía de Seguridad Aeroportuaria,Formación y Capacitación en Seguridad Aeroportuaria,Sistema de Tratamiento de Aguas Servidas Predio del ISSA,819916,,
Ministerio de Seguridad,Policía de Seguridad Aeroportuaria,Formación y Capacitación en Seguridad Aeroportuaria,Construcción de 4 Aulas Interiores en el Predio del ISSA,4099583,,
Ministerio de Defensa,Instituto Geográfico Nacional,Elaboración y Actualización de Información Geoespacial y Cartografía Básica Nacional,"Definición, Actualización y Mantenimiento de los Marcos de Referencia Geodésicos",643445,,
Ministerio de Defensa,Instituto Geográfico Nacional,Elaboración y Actualización de Información Geoespacial y Cartografía Básica Nacional,Conducción y Planeamiento,197623802,,
Ministerio de Defensa,Instituto Geográfico Nacional,Elaboración y Actualización de Información Geoespacial y Cartografía Básica Nacional,Producción Cartográfica,4185454,,
Ministerio de Defensa,Instituto Geográfico Nacional,Elaboración y Actualización de Información Geoespacial y Cartografía Básica Nacional,Servicios de Capacitación en Ciencias Geográficas,677000,,
Ministerio de Defensa,Instituto Geográfico Nacional,Elaboración y Actualización de Información Geoespacial y Cartografía Básica Nacional,Revisión y Fiscalización,57200,,
Ministerio de Defensa,Instituto Geográfico Nacional,Elaboración y Actualización de Información Geoespacial y Cartografía Básica Nacional,Servicios Geográficos Multimediales,100000,,
Ministerio de Defensa,Dirección General de Fabricaciones Militares,Producción y Comercialización de Bienes y Servicios,Conducción y Administración,1949080966,,
Ministerio de Defensa,Dirección General de Fabricaciones Militares,Producción y Comercialización de Bienes y Servicios,Acciones de Producción y Comercialización de Bienes y Servicios Aplicados a la Defensa y Seguridad,237978720,,
Ministerio de Defensa,Dirección General de Fabricaciones Militares,Producción y Comercialización de Bienes y Servicios,Acciones de Producción y Comercialización de Bienes y Servicios Aplicados a la Minería y al Petróleo,146510032,,
Ministerio de Defensa,Dirección General de Fabricaciones Militares,Producción y Comercialización de Bienes y Servicios,Acciones de Producción y Comercialización de Productos Químicos y Fertilizantes,164699893,,
Ministerio de Defensa,Dirección General de Fabricaciones Militares,Producción y Comercialización de Bienes y Servicios,Acciones de Producción y Comercialización de Productos Metalmecánicos,11086390,,
Ministerio de Defensa,Servicio Meteorológico Nacional,Servicios de Meteorología Nacional,Dirección y Administración,143869194,,
Ministerio de Defensa,Servicio Meteorológico Nacional,Servicios de Meteorología Nacional,Obtención de Datos,423282232,,
Ministerio de Defensa,Servicio Meteorológico Nacional,Servicios de Meteorología Nacional,Investigación y Nuevas Tecnologías,64154610,,
Ministerio de Defensa,Servicio Meteorológico Nacional,Servicios de Meteorología Nacional,"Planificación, Sistemas, Redes y Comunicaciones",55683676,,
Ministerio de Defensa,Instituto de Ayuda Financiera para pago de Retiros y Pensiones Militares,Prestaciones de Previsión Social,Atención de Beneficiarios con Aportes,42473090920,,
