jurisdiccion,entidad,programa,actividad,credito_original,aumento,marcar_hijos_con_posible_reasignacion
Ministerio de Educación,Ministerio de Educación,Fortalecimiento Edilicio de Jardines Infantiles,"Construcción de Jardín - Fernández Oro, Río Negro",1369476,0,no
Ministerio de Educación,Ministerio de Educación,Fortalecimiento Edilicio de Jardines Infantiles,"Construcción de Jardín - Funes, Santa Fe",1462837,0,no
Ministerio de Educación,Ministerio de Educación,Fortalecimiento Edilicio de Jardines Infantiles,"Construcción de Jardín - Gobernador Gregores, Santa Cruz",1223285,0,no
Ministerio de Educación,Ministerio de Educación,Fortalecimiento Edilicio de Jardines Infantiles,"Construcción de Jardín - Ingeniero Jacobacci, Río Negro",1223285,0,no
Ministerio de Educación,Ministerio de Educación,Fortalecimiento Edilicio de Jardines Infantiles,"Construcción de Jardín - La Paz, Provincia de Mendoza",1061474,0,no
Ministerio de Educación,Ministerio de Educación,Fortalecimiento Edilicio de Jardines Infantiles,"Construcción de Jardín - Presidencia De La Plaza, Chaco",6697155,0,no
Ministerio de Educación,Ministerio de Educación,Fortalecimiento Edilicio de Jardines Infantiles,"Construcción de Jardín - Presidencia Roca, Chaco",6697155,0,no
Ministerio de Educación,Ministerio de Educación,Fortalecimiento Edilicio de Jardines Infantiles,"Construcción de Jardín - Resistencia, Chaco",7749471,0,no
Ministerio de Educación,Ministerio de Educación,Fortalecimiento Edilicio de Jardines Infantiles,"Construcción de Jardín - San Patricio del Chañar, Provincia de Neuquén",1369476,0,no
Ministerio de Educación,Ministerio de Educación,Fortalecimiento Edilicio de Jardines Infantiles,"Construcción de Jardín - Senillosa, Provincia de Neuquén",1369476,0,no
Ministerio de Educación,Ministerio de Educación,Fortalecimiento Edilicio de Jardines Infantiles,"Construcción de Jardín - Villa Berthel, Chaco",6697155,0,no
Ministerio de Educación,Ministerio de Educación,Fortalecimiento Edilicio de Jardines Infantiles,"Construcción de Jardín ¿Segundino Navarro¿ - Villa Santa Rosa, Provincia de San Juan",15220874,0,no
Ministerio de Educación,Ministerio de Educación,Fortalecimiento Edilicio de Jardines Infantiles,"Construcción de Jardín ""Antártida Argentina"" Anexo - Río Ceballos, Provincia de Córdoba",8935311,0,no
Ministerio de Educación,Ministerio de Educación,Fortalecimiento Edilicio de Jardines Infantiles,"Construcción de Jardín ""Eloy Gómez"" Anexo - Villa Ciudad Parque, Provincia de Córdoba",8935311,0,no
Ministerio de Educación,Ministerio de Educación,Fortalecimiento Edilicio de Jardines Infantiles,"Construcción de Jardín ""Gabriela Mistral""- Villa Maria, Provincia de Córdoba",14529016,0,no
Ministerio de Educación,Ministerio de Educación,Fortalecimiento Edilicio de Jardines Infantiles,"Construcción de Jardín ""Gregoria Ignacia Pérez"" - Río Tercero, Provincia de Córdoba",8935311,0,no
Ministerio de Educación,Ministerio de Educación,Fortalecimiento Edilicio de Jardines Infantiles,"Construcción de Jardín ""Japón"" - Ciudad de Córdoba , Provincia de Córdoba",14969706,0,no
Ministerio de Educación,Ministerio de Educación,Fortalecimiento Edilicio de Jardines Infantiles,"Construcción de Jardín 0-113 ""Maestra Nelly Dessy"" - Junín, Provincia de Mendoza",1052369,0,no
Ministerio de Educación,Ministerio de Educación,Fortalecimiento Edilicio de Jardines Infantiles,"Construcción de Jardín 0-123 ""Lic. Liliana Acosta Cornelio Moyano"" El Plumerillo - Las Heras, Provincia de Mendoza",15220874,0,no
Ministerio de Educación,Ministerio de Educación,Fortalecimiento Edilicio de Jardines Infantiles,"Construcción de Jardín 0-124 ""María Elena Walsh"" - San Rafael, Provincia de Mendoza",1726206,0,no
Ministerio de Educación,Ministerio de Educación,Fortalecimiento Edilicio de Jardines Infantiles,"Construcción de Jardín 0-126 ""Eluney"" En Escuela 1-183 - Costa De Araujo, Provincia de Mendoza",1792292,0,no
Ministerio de Educación,Ministerio de Educación,Fortalecimiento Edilicio de Jardines Infantiles,"Construcción de Jardín 0-129 Núcleo 1 - Luján de Cuyo, Provincia de Mendoza",9360802,0,no
Ministerio de Educación,Ministerio de Educación,Fortalecimiento Edilicio de Jardines Infantiles,"Construcción de Jardín Anexo 3 Barrio Nueva Formosa - Formosa, Provincia de Formosa",11447212,0,no
Ministerio de Educación,Ministerio de Educación,Fortalecimiento Edilicio de Jardines Infantiles,"Construcción de Jardín Anexo 4 Barrio Nueva Formosa - Formosa, Provincia de Formosa",11447212,0,no
Ministerio de Educación,Ministerio de Educación,Fortalecimiento Edilicio de Jardines Infantiles,Construcción de Jardín Avenida Castañares y Avenida Piedrabuena - Comuna 8 - Ciudad Autónoma de Buenos Aires,9670971,0,no
Ministerio de Educación,Ministerio de Educación,Fortalecimiento Edilicio de Jardines Infantiles,Construcción de Jardín Avenida Fernández de la Cruz y Pola - Comuna 8 - Ciudad Autónoma de Buenos Aires,9670971,0,no
Ministerio de Educación,Ministerio de Educación,Fortalecimiento Edilicio de Jardines Infantiles,"Construcción de Jardín B Padre Inestal - Chilecito, La Rioja",7749471,0,no
Ministerio de Educación,Ministerio de Educación,Fortalecimiento Edilicio de Jardines Infantiles,"Construcción de Jardín B° América Unida - Presidente Perón, Provincia de Buenos Aires",8273575,0,no
Ministerio de Educación,Ministerio de Educación,Fortalecimiento Edilicio de Jardines Infantiles,"Construcción de Jardín B° Banfield - San Pedro, Provincia de Buenos Aires",1369476,0,no
Ministerio de Educación,Ministerio de Educación,Fortalecimiento Edilicio de Jardines Infantiles,"Construcción de Jardín B° Don Carlos - Ciudad de La Plata, Provincia de Buenos Aires",7379890,0,no
Ministerio de Educación,Ministerio de Educación,Fortalecimiento Edilicio de Jardines Infantiles,"Construcción de Jardín B° El Casco - General Rodríguez, Provincia de Buenos Aires",9013961,0,no
Ministerio de Educación,Ministerio de Educación,Fortalecimiento Edilicio de Jardines Infantiles,"Construcción de Jardín B° El Tizón - La Matanza, Provincia de Buenos Aires",9399707,0,no
Ministerio de Educación,Ministerio de Educación,Fortalecimiento Edilicio de Jardines Infantiles,"Construcción de Jardín B° Juana Koslay (Los Puquios) - San Luis, Provincia de San Luis",1045268,0,no
Ministerio de Educación,Ministerio de Educación,Fortalecimiento Edilicio de Jardines Infantiles,"Construcción de Jardín B° la Sirena 127 Ha - Neuquén, Provincia de Neuquén",1369476,0,no
Ministerio de Educación,Ministerio de Educación,Fortalecimiento Edilicio de Jardines Infantiles,"Construcción de Jardín B° Luchetti Open Door - Luján, Provincia de Buenos Aires",9013961,0,no
Ministerio de Educación,Ministerio de Educación,Fortalecimiento Edilicio de Jardines Infantiles,"Construcción de Jardín B° Luis Vernet - La Rioja, Provincia de La Rioja",7749471,0,no
Ministerio de Educación,Ministerio de Educación,Fortalecimiento Edilicio de Jardines Infantiles,"Construcción de Jardín B° Manzone - Villa Astolfi-Pilar, Provincia de Buenos Aires",9013961,0,no
Ministerio de Educación,Ministerio de Educación,Fortalecimiento Edilicio de Jardines Infantiles,"Construcción de Jardín B° Mirador del Portezuelo - San Luis, Provincia de San Luis",1045268,0,no
Ministerio de Educación,Ministerio de Educación,Fortalecimiento Edilicio de Jardines Infantiles,"Construcción de Jardín B° Nueva Argentina - San Martín, Provincia de Mendoza",1052369,0,no
Ministerio de Educación,Ministerio de Educación,Fortalecimiento Edilicio de Jardines Infantiles,"Construcción de Jardín B° Obrero - Ciudad de Berisso, Provincia de Buenos Aires",7379890,0,no
Ministerio de Educación,Ministerio de Educación,Fortalecimiento Edilicio de Jardines Infantiles,"Construcción de Jardín B° Obrero - Lomas de Zamora, Provincia de Buenos Aires",13237303,0,no
Ministerio de Educación,Ministerio de Educación,Fortalecimiento Edilicio de Jardines Infantiles,"Construcción de Jardín B° Perales - General Rodríguez, Provincia de Buenos Aires",9013961,0,no
Ministerio de Educación,Ministerio de Educación,Fortalecimiento Edilicio de Jardines Infantiles,"Construcción de Jardín B° San Jorge - Florencio Varela, Provincia de Buenos Aires",8273575,0,no
Ministerio de Educación,Ministerio de Educación,Fortalecimiento Edilicio de Jardines Infantiles,"Construcción de Jardín B° Santa Teresita - Presidente Perón, Provincia de Buenos Aires",7379890,0,no
Ministerio de Educación,Ministerio de Educación,Fortalecimiento Edilicio de Jardines Infantiles,"Construcción de Jardín B° Sol y Sierra - Godoy Cruz, Provincia de Mendoza",1069806,0,no
Ministerio de Educación,Ministerio de Educación,Fortalecimiento Edilicio de Jardines Infantiles,"Construcción de Jardín B° Villa Panamericana - Presidente Perón, Provincia de Buenos Aires",7379890,0,no
Ministerio de Educación,Ministerio de Educación,Fortalecimiento Edilicio de Jardines Infantiles,"Construcción de Jardín Barrio Este - Chacabuco, Provincia de Buenos Aires",14529016,0,no
Ministerio de Educación,Ministerio de Educación,Fortalecimiento Edilicio de Jardines Infantiles,"Construcción de Jardín Barrio Lanín - Junín de los Andes, Provincia de Neuquén",2089261,0,no
Ministerio de Educación,Ministerio de Educación,Fortalecimiento Edilicio de Jardines Infantiles,"Construcción de Jardín Barrio Los Álamos - Plottier, Provincia de Neuquén",1369476,0,no
Ministerio de Educación,Ministerio de Educación,Fortalecimiento Edilicio de Jardines Infantiles,"Construcción de Jardín Barrio Oeste - Chacabuco, Provincia de Buenos Aires",14529016,0,no
Ministerio de Educación,Ministerio de Educación,Fortalecimiento Edilicio de Jardines Infantiles,"Construcción de Jardín Barrio Parque la Luz - San Miguel, Provincia de Buenos Aires",14290284,0,no
Ministerio de Educación,Ministerio de Educación,Fortalecimiento Edilicio de Jardines Infantiles,"Construcción de Jardín Barrio República Los Pinos - Brandsen, Provincia de Buenos Aires - PROMEDU IV (BID 3455/OC-AR)",8935311,0,no
Ministerio de Educación,Ministerio de Educación,Fortalecimiento Edilicio de Jardines Infantiles,"Construcción de Jardín Barrio Santa María - San Miguel, Provincia de Buenos Aires",14290284,0,no
Ministerio de Educación,Ministerio de Educación,Fortalecimiento Edilicio de Jardines Infantiles,"Construcción de Jardín Barrio Solidaridad- Exaltación de la Cruz, Los Cardales - Provincia de Buenos Aires",8935311,0,no
Ministerio de Educación,Ministerio de Educación,Fortalecimiento Edilicio de Jardines Infantiles,"Construcción de Jardín Barrio Valentina Sur - Neuquén, Provincia de Neuquén",1369476,0,no
Ministerio de Educación,Ministerio de Educación,Fortalecimiento Edilicio de Jardines Infantiles,"Construcción de Jardín Calle Boer - Neuquén, Provincia de Neuquén",1369476,0,no
Ministerio de Educación,Ministerio de Educación,Fortalecimiento Edilicio de Jardines Infantiles,"Construcción de Jardín Calle Candolle - Plottier, Provincia de Neuquén",1369476,0,no
Ministerio de Educación,Ministerio de Educación,Fortalecimiento Edilicio de Jardines Infantiles,"Construcción de Jardín Calle Moreno Oeste entre 511 y 213- San Andrés de Giles, Provincia de Buenos Aires",14529016,0,no
Ministerio de Educación,Ministerio de Educación,Fortalecimiento Edilicio de Jardines Infantiles,"Construcción de Jardín Cuartel V - Moreno, Provincia de Buenos Aires",9064604,0,no
Ministerio de Educación,Ministerio de Educación,Fortalecimiento Edilicio de Jardines Infantiles,"Construcción de Jardín en B° La Yaya - Presidente Perón, Provincia de Buenos Aires",11839907,0,no
Ministerio de Educación,Ministerio de Educación,Fortalecimiento Edilicio de Jardines Infantiles,"Construcción de Jardín en B° Las Margaritas - Florencio Varela, Provincia de Buenos Aires",7379890,0,no
Ministerio de Educación,Ministerio de Educación,Fortalecimiento Edilicio de Jardines Infantiles,"Construcción de Jardín en B° Los Tronquitos - Florencio Varela, Provincia de Buenos Aires",7379890,0,no
Ministerio de Educación,Ministerio de Educación,Fortalecimiento Edilicio de Jardines Infantiles,"Construcción de Jardín en B° Santa Brígida - San Miguel, Provincia de Buenos Aires",9064604,0,no
Ministerio de Educación,Ministerio de Educación,Fortalecimiento Edilicio de Jardines Infantiles,"Construcción de Jardín en Barrio Agustoni -Pilar, Provincia de Buenos Aires",14529016,0,no
Ministerio de Educación,Ministerio de Educación,Fortalecimiento Edilicio de Jardines Infantiles,"Construcción de Jardín en Barrio Botta - Villa Maria, Provincia de Córdoba",8935311,0,no
Ministerio de Educación,Ministerio de Educación,Fortalecimiento Edilicio de Jardines Infantiles,"Construcción de Jardín en Barrio Ezio Zani - Cutral Co, Provincia de Neuquén",1369476,0,no
Ministerio de Educación,Ministerio de Educación,Fortalecimiento Edilicio de Jardines Infantiles,"Construcción de Jardín en Barrio La Feria - Ayacucho, Provincia de Buenos Aires",8935311,0,no
Ministerio de Educación,Ministerio de Educación,Fortalecimiento Edilicio de Jardines Infantiles,"Construcción de Jardín en Barrio Villa Zula - Ciudad de Berisso, Provincia de Buenos Aires",8273575,0,no
Ministerio de Educación,Ministerio de Educación,Fortalecimiento Edilicio de Jardines Infantiles,"Construcción de Jardín en Calle Arenales - Dolores , Provincia de Buenos Aires",8935311,0,no
Ministerio de Educación,Ministerio de Educación,Fortalecimiento Edilicio de Jardines Infantiles,"Construcción de Jardín en Chacra 30 - San Martín de los Andes, Provincia de Neuquén",1223285,0,no
Ministerio de Educación,Ministerio de Educación,Fortalecimiento Edilicio de Jardines Infantiles,"Construcción de Jardín en Chacra II B° CGT - Río Grande, Tierra del Fuego",1223285,0,no
Ministerio de Educación,Ministerio de Educación,Fortalecimiento Edilicio de Jardines Infantiles,Construcción de Jardín en Colón - Provincia de Entre Ríos,14969706,0,no
Ministerio de Educación,Ministerio de Educación,Fortalecimiento Edilicio de Jardines Infantiles,Construcción de Jardín en Comandante Luis Piedra Buena - Provincia de Santa Cruz,18077910,0,no
Ministerio de Educación,Ministerio de Educación,Fortalecimiento Edilicio de Jardines Infantiles,Construcción de Jardín en Complejo Habitacional PROCREAR San Martín -  Provincia de Mendoza,9360802,0,no
Ministerio de Educación,Ministerio de Educación,Fortalecimiento Edilicio de Jardines Infantiles,"Construcción de Jardín en Contralmirante Cordero - General Roca, Río Negro",870189,0,no
Ministerio de Educación,Ministerio de Educación,Fortalecimiento Edilicio de Jardines Infantiles,Construcción de Jardín en Coronel Pringles - Provincia de Buenos Aires,8935311,0,no
Ministerio de Educación,Ministerio de Educación,Fortalecimiento Edilicio de Jardines Infantiles,"Construcción de Jardín en Crespo - Paraná, Provincia de Entre Ríos",14529016,0,no
Ministerio de Educación,Ministerio de Educación,Fortalecimiento Edilicio de Jardines Infantiles,"Construcción de Jardín en Dorrego- Guaymallén, Provincia de Mendoza",15220874,0,no
Ministerio de Educación,Ministerio de Educación,Fortalecimiento Edilicio de Jardines Infantiles,"Construcción de Jardín en Escuela 1342 - Las Heras, Provincia de Mendoza",1069806,0,no
Ministerio de Educación,Ministerio de Educación,Fortalecimiento Edilicio de Jardines Infantiles,"Construcción de Jardín en Escuela 314 - Rincón de los Sauces, Provincia de Neuquén",1369476,0,no
Ministerio de Educación,Ministerio de Educación,Fortalecimiento Edilicio de Jardines Infantiles,"Construcción de Jardín en Escuela N° 1 - Neuquén, Provincia de Neuquén",1369476,0,no
Ministerio de Educación,Ministerio de Educación,Fortalecimiento Edilicio de Jardines Infantiles,"Construcción de Jardín en Escuela N° 291 - Colonia Wanda, Provincia de Misiones - PROMEDU IV (BID 3455/OC-AR)",14256863,0,no
Ministerio de Educación,Ministerio de Educación,Fortalecimiento Edilicio de Jardines Infantiles,"Construcción de Jardín en Escuela N° 341 - Villa la Angostura, Provincia de Neuquén",2089261,0,no
Ministerio de Educación,Ministerio de Educación,Fortalecimiento Edilicio de Jardines Infantiles,Construcción de Jardín en Fernández - Provincia de Santiago del Estero - PROMEDU IV (BID 3455/OC-AR),8371116,0,no
Ministerio de Educación,Ministerio de Educación,Fortalecimiento Edilicio de Jardines Infantiles,Construcción de Jardín en General Alvear - Provincia de Buenos Aires,8935311,0,no
Ministerio de Educación,Ministerio de Educación,Fortalecimiento Edilicio de Jardines Infantiles,"Construcción de Jardín en Glew - Almirante Brown, Provincia de Buenos Aires",13237303,0,no
Ministerio de Educación,Ministerio de Educación,Fortalecimiento Edilicio de Jardines Infantiles,"Construcción de Jardín en Lisandro Olmos - Ciudad de La Plata, Provincia de Buenos Aires",7379890,0,no
Ministerio de Educación,Ministerio de Educación,Fortalecimiento Edilicio de Jardines Infantiles,"Construcción de Jardín en los Charrúa - Concordia, Provincia de Entre Ríos",14969706,0,no
Ministerio de Educación,Ministerio de Educación,Fortalecimiento Edilicio de Jardines Infantiles,"Construcción de Jardín en Lote Z1 - Neuquén, Provincia de Neuquén",870189,0,no
Ministerio de Educación,Ministerio de Educación,Fortalecimiento Edilicio de Jardines Infantiles,"Construcción de Jardín en Maquinchao - 25 de Mayo, Río Negro",1223285,0,no
Ministerio de Educación,Ministerio de Educación,Fortalecimiento Edilicio de Jardines Infantiles,"Construcción de Jardín en Mazzini y Tapin en Glew-Almirante Brown,Provincia de Buenos Aires-PROMEDU IV (BID 3455/OC-AR)",14529016,0,no
Ministerio de Educación,Ministerio de Educación,Fortalecimiento Edilicio de Jardines Infantiles,"Construcción de Jardín en Ministro Rivadavia - Almirante Brown, Provincia de Buenos Aires",9399707,0,no
Ministerio de Educación,Ministerio de Educación,Fortalecimiento Edilicio de Jardines Infantiles,"Construcción de Jardín en Namuncurá y Santa Cruz - Cipolletti, Río Negro",870189,0,no
Ministerio de Educación,Ministerio de Educación,Fortalecimiento Edilicio de Jardines Infantiles,"Construcción de Jardín en Ostende - Pinamar, Provincia de Buenos Aires",14529016,0,no
Ministerio de Educación,Ministerio de Educación,Fortalecimiento Edilicio de Jardines Infantiles,"Construcción de Jardín en Pampa Del Indio - Libertador General San Martín, Chaco",6697155,0,no
Ministerio de Educación,Ministerio de Educación,Fortalecimiento Edilicio de Jardines Infantiles,Construcción de Jardín en Pico Truncado - Provincia de Santa Cruz,18077910,0,no
Ministerio de Educación,Ministerio de Educación,Fortalecimiento Edilicio de Jardines Infantiles,Construcción de Jardín en Pila - Provincia de Buenos Aires,8935311,0,no
Ministerio de Educación,Ministerio de Educación,Fortalecimiento Edilicio de Jardines Infantiles,Construcción de Jardín en Puerto Santa Cruz - Provincia de Santa Cruz,10777982,0,no
Ministerio de Educación,Ministerio de Educación,Fortalecimiento Edilicio de Jardines Infantiles,Construcción de Jardín en Quimil - Provincia de Santiago del Estero - PROMEDU IV (BID 3455/OC-AR),8371116,0,no
Ministerio de Educación,Ministerio de Educación,Fortalecimiento Edilicio de Jardines Infantiles,"Construcción de Jardín en Roca - General Roca, Río Negro",1369476,0,no
Ministerio de Educación,Ministerio de Educación,Fortalecimiento Edilicio de Jardines Infantiles,Construcción de Jardín en San Francisco - Provincia de Córdoba,8935311,0,no
Ministerio de Educación,Ministerio de Educación,Fortalecimiento Edilicio de Jardines Infantiles,Construcción de Jardín en San Julián - Provincia de Santa Cruz,10777982,0,no
Ministerio de Educación,Ministerio de Educación,Fortalecimiento Edilicio de Jardines Infantiles,"Construcción de Jardín en Sector Autódromo - Centenario, Provincia de Neuquén",1369476,0,no
Ministerio de Educación,Ministerio de Educación,Fortalecimiento Edilicio de Jardines Infantiles,Construcción de Jardín en Sector Noroeste en Las Heras - Provincia de Santa Cruz,18077910,0,no
Ministerio de Educación,Ministerio de Educación,Fortalecimiento Edilicio de Jardines Infantiles,Construcción de Jardín en Sumampa - Provincia de Santiago del Estero - PROMEDU IV (BID 3455/OC-AR),8371116,0,no
Ministerio de Educación,Ministerio de Educación,Fortalecimiento Edilicio de Jardines Infantiles,"Construcción de Jardín en Terreno Escuela 102 - Cutral Co, Provincia de Neuquén",1369476,0,no
Ministerio de Educación,Ministerio de Educación,Fortalecimiento Edilicio de Jardines Infantiles,"Construcción de Jardín en Terreno Escuela 137 - Cutral Co, Provincia de Neuquén",1369476,0,no
Ministerio de Educación,Ministerio de Educación,Fortalecimiento Edilicio de Jardines Infantiles,"Construcción de Jardín en Tortuguitas - Malvinas Argentinas, Provincia de Buenos Aires",14209669,0,no
Ministerio de Educación,Ministerio de Educación,Fortalecimiento Edilicio de Jardines Infantiles,"Construcción de Jardín en Vega Maipú - San Martín de los Andes, Provincia de Neuquén",2089261,0,no
Ministerio de Educación,Ministerio de Educación,Fortalecimiento Edilicio de Jardines Infantiles,"Construcción de Jardín en Villa Cordobita - Tandil, Provincia de Buenos Aires",8935311,0,no
Ministerio de Educación,Ministerio de Educación,Fortalecimiento Edilicio de Jardines Infantiles,"Construcción de Jardín en Villa Italia Norte, Tandil - Provincia de Buenos Aires",14529016,0,no
Ministerio de Educación,Ministerio de Educación,Fortalecimiento Edilicio de Jardines Infantiles,"Construcción de Jardín en Villa Santa Rosa - Florencio Varela, Provincia de Buenos Aires",8273575,0,no
Ministerio de Educación,Ministerio de Educación,Fortalecimiento Edilicio de Jardines Infantiles,"Construcción de Jardín Escuela 256 - Aimogasta, Provincia de La Rioja",13231159,0,no
Ministerio de Educación,Ministerio de Educación,Fortalecimiento Edilicio de Jardines Infantiles,"Construcción de Jardín Integrado N° 29 - Cinco Saltos, Río Negro",1369476,0,no
Ministerio de Educación,Ministerio de Educación,Fortalecimiento Edilicio de Jardines Infantiles,Construcción de Jardín Lafayatte 601 Implantación 1 - Comuna 4 - Ciudad Autónoma de Buenos Aires,8273575,0,no
Ministerio de Educación,Ministerio de Educación,Fortalecimiento Edilicio de Jardines Infantiles,Construcción de Jardín Lafayatte 601 Implantación 2 - Comuna 4 - Ciudad Autónoma de Buenos Aires,8273575,0,no
Ministerio de Educación,Ministerio de Educación,Fortalecimiento Edilicio de Jardines Infantiles,"Construcción de Jardín Las Lajitas - Las Lajas, Provincia de Neuquén",1223285,0,no
Ministerio de Educación,Ministerio de Educación,Fortalecimiento Edilicio de Jardines Infantiles,"Construcción de Jardín N° 102 Colonia Fátima - Cervantes, Río Negro",870189,0,no
Ministerio de Educación,Ministerio de Educación,Fortalecimiento Edilicio de Jardines Infantiles,"Construcción de Jardín N° 112 - General Roca, Río Negro",1369476,0,no
Ministerio de Educación,Ministerio de Educación,Fortalecimiento Edilicio de Jardines Infantiles,"Construcción de Jardín N° 115 - Bariloche, Río Negro",1223285,0,no
Ministerio de Educación,Ministerio de Educación,Fortalecimiento Edilicio de Jardines Infantiles,"Construcción de Jardín N° 186 - Alberdi-Sachayoj, Provincia de Santiago del Estero",8748970,0,no
Ministerio de Educación,Ministerio de Educación,Fortalecimiento Edilicio de Jardines Infantiles,"Construcción de Jardín N° 212 - Las Breñas, Chaco",6697155,0,no
Ministerio de Educación,Ministerio de Educación,Fortalecimiento Edilicio de Jardines Infantiles,"Construcción de Jardín N° 222 - Santa Fe, Santa Fe",1462837,0,no
Ministerio de Educación,Ministerio de Educación,Fortalecimiento Edilicio de Jardines Infantiles,"Construcción de Jardín N° 236 ""Dr Raúl Malatesta"" - Villa Gobernador Gálvez, Santa Fe",1462837,0,no
Ministerio de Educación,Ministerio de Educación,Fortalecimiento Edilicio de Jardines Infantiles,"Construcción de Jardín N° 246 - Santo Tomé, Santa Fe",1462837,0,no
Ministerio de Educación,Ministerio de Educación,Fortalecimiento Edilicio de Jardines Infantiles,"Construcción de Jardín N° 326 - Pueblo Esther, Santa Fe",1369476,0,no
Ministerio de Educación,Ministerio de Educación,Fortalecimiento Edilicio de Jardines Infantiles,"Construcción de Jardín N° 327 - Granadero Baigorria, Santa Fe",1462837,0,no
Ministerio de Educación,Ministerio de Educación,Fortalecimiento Edilicio de Jardines Infantiles,"Construcción de Jardín N° 40 - Firmat, Santa Fe",1462837,0,no
Ministerio de Educación,Ministerio de Educación,Fortalecimiento Edilicio de Jardines Infantiles,"Construcción de Jardín N° 43 - Catriel, Río Negro",1369476,0,no
Ministerio de Educación,Ministerio de Educación,Fortalecimiento Edilicio de Jardines Infantiles,"Construcción de Jardín N° 46 - Chaltén, Santa Cruz",1223285,0,no
Ministerio de Educación,Ministerio de Educación,Fortalecimiento Edilicio de Jardines Infantiles,"Construcción de Jardín N° 5 ""Tol Olejce"" - Río Grande, Tierra del Fuego",2089261,0,no
Ministerio de Educación,Ministerio de Educación,Fortalecimiento Edilicio de Jardines Infantiles,"Construcción de Jardín N° 6 Anexo - San Fernando del Valle de Catamarca, Catamarca",12634705,0,no
Ministerio de Educación,Ministerio de Educación,Fortalecimiento Edilicio de Jardines Infantiles,"Construcción de Jardín N° 73 - Ida Reboli - Villa Ángela, Chaco",11447212,0,no
Ministerio de Educación,Ministerio de Educación,Fortalecimiento Edilicio de Jardines Infantiles,"Construcción de Jardín N° 905 - Bolívar, Provincia de Buenos Aires",1369476,0,no
Ministerio de Educación,Ministerio de Educación,Fortalecimiento Edilicio de Jardines Infantiles,"Construcción de Jardín N° 905 - Exaltación de la Cruz, Arroyo de la Cruz , Provincia de Buenos Aires",8935311,0,no
Ministerio de Educación,Ministerio de Educación,Fortalecimiento Edilicio de Jardines Infantiles,"Construcción de Jardín N° 905 - General Lamadrid, Provincia de Buenos Aires",14529016,0,no
Ministerio de Educación,Ministerio de Educación,Fortalecimiento Edilicio de Jardines Infantiles,"Construcción de Jardín N° 906 B° San Jorge - Luján, Provincia de Buenos Aires",9013961,0,no
Ministerio de Educación,Ministerio de Educación,Fortalecimiento Edilicio de Jardines Infantiles,"Construcción de Jardín N° 908 - América, Partido de Rivadavia, Provincia de Buenos Aires",8935311,0,no
Ministerio de Educación,Ministerio de Educación,Fortalecimiento Edilicio de Jardines Infantiles,"Construcción de Jardín N° 909 - Carhue, Partido de Adolfo Alsina, Provincia de Buenos Aires",14529016,0,no
Ministerio de Educación,Ministerio de Educación,Fortalecimiento Edilicio de Jardines Infantiles,"Construcción de Jardín N° 910 - Carmen de Patagones, Provincia de Buenos Aires",9360802,0,no
Ministerio de Educación,Ministerio de Educación,Fortalecimiento Edilicio de Jardines Infantiles,"Construcción de Jardín N° 913 (en predio Escuela Primaria N° 17) - General Villegas, Provincia de Buenos Aires",14529016,0,no
Ministerio de Educación,Ministerio de Educación,Fortalecimiento Edilicio de Jardines Infantiles,"Construcción de Jardín N° 914 B° La Estelita - San Vicente, Provincia de Buenos Aires",7379890,0,no
Ministerio de Educación,Ministerio de Educación,Fortalecimiento Edilicio de Jardines Infantiles,"Construcción de Jardín N° 915 - San Vicente, Provincia de Buenos Aires",7379890,0,no
Ministerio de Educación,Ministerio de Educación,Fortalecimiento Edilicio de Jardines Infantiles,"Construcción de Jardín N° 917 - Florencio Varela, Provincia de Buenos Aires",7379890,0,no
Ministerio de Educación,Ministerio de Educación,Fortalecimiento Edilicio de Jardines Infantiles,"Construcción de Jardín N° 917 - General Villegas, Provincia de Buenos Aires",870189,0,no
Ministerio de Educación,Ministerio de Educación,Fortalecimiento Edilicio de Jardines Infantiles,"Construcción de Jardín N° 919 - Bahía Blanca, Provincia de Buenos Aires",870189,0,no
Ministerio de Educación,Ministerio de Educación,Fortalecimiento Edilicio de Jardines Infantiles,"Construcción de Jardín N° 922 B° Los Pioneros - Ciudad de Campana, Provincia de Buenos Aires",4336415,0,no
Ministerio de Educación,Ministerio de Educación,Fortalecimiento Edilicio de Jardines Infantiles,"Construcción de Jardín N° 934 en Sarandí - Avellaneda, Provincia de Buenos Aires - PROMEDU IV (BID 3455/OC-AR)",8935311,0,no
Ministerio de Educación,Ministerio de Educación,Fortalecimiento Edilicio de Jardines Infantiles,"Construcción de Jardín N° 942 - Quilmes, Provincia de Buenos Aires - PROMEDU IV (BID 3455/OC-AR)",8935311,0,no
Ministerio de Educación,Ministerio de Educación,Fortalecimiento Edilicio de Jardines Infantiles,"Construcción de Jardín N° 96 - Gancedo, Chaco",11447212,0,no
Ministerio de Educación,Ministerio de Educación,Fortalecimiento Edilicio de Jardines Infantiles,"Construcción de Jardín N°10 ¿María Elena Walsh¿ - Chimbas, Provincia de San Juan",15220874,0,no
Ministerio de Educación,Ministerio de Educación,Fortalecimiento Edilicio de Jardines Infantiles,"Construcción de Jardín N°16 ¿Rosario Sarmiento¿ - Chimbas, Provincia de San Juan",15220874,0,no
