jurisdiccion,entidad,programa,actividad,credito_original,aumento, marcar_hijos_con_posible_reasignacion 
Ministerio de Justicia y Derechos Humanos,Servicio Penitenciario Federal,25 - Formación y Capacitación,00 - Formación y Capacitación,,,
Ministerio de Justicia y Derechos Humanos,Servicio Penitenciario Federal,25 - Formación y Capacitación,"01 - Escuela de Oficiales, Suboficiales y Academia Superior de Estudios Penitenciarios",234035064,,
Ministerio de Seguridad,"Caja de Retiros, Jubilaciones y Pensiones de la Policía Federal Argentina",18 - Administración de Beneficios Previsionales,00 - Administración de Beneficios Previsionales,,,
Ministerio de Seguridad,"Caja de Retiros, Jubilaciones y Pensiones de la Policía Federal Argentina",18 - Administración de Beneficios Previsionales,01 - Conducción y Administración,114723624,,
Ministerio de Seguridad,"Caja de Retiros, Jubilaciones y Pensiones de la Policía Federal Argentina",18 - Administración de Beneficios Previsionales,02 - Administración Pasividades,13269522376,,
Ministerio de Seguridad,Ministerio de Seguridad,01 - Actividades Centrales,01 - Conducción Superior,117041320,,
Ministerio de Seguridad,Ministerio de Seguridad,01 - Actividades Centrales,02 - Coordinación Administrativa,190968162,,
Ministerio de Seguridad,Ministerio de Seguridad,01 - Actividades Centrales,05 - Conducción de las Políticas de Planeamiento y Formación,23078631,,
Ministerio de Seguridad,Ministerio de Seguridad,01 - Actividades Centrales,06 - Promoción de Políticas de Seguridad Interior,105581409,,
Ministerio de Seguridad,Ministerio de Seguridad,"38 - Acciones Inherentes a la Tecnología, Equipamiento y Logística de la Seguridad",01 - Normalización y Abastecimiento Centralizado de Equipamiento,888568238,,
Ministerio de Seguridad,Ministerio de Seguridad,"41 - Políticas de Seguridad, Participación Ciudadana, Territorial, Investigación del Delito Organizado y Lucha contra el Narcotráfico","00 - Políticas de Seguridad, Participación Ciudadana, Territorial, Investigación del Delito Organizado y Lucha contra el Narcotráfico",,,
Ministerio de Seguridad,Ministerio de Seguridad,"41 - Políticas de Seguridad, Participación Ciudadana, Territorial, Investigación del Delito Organizado y Lucha contra el Narcotráfico",01 - Conducción de las Políticas de Seguridad,58239534,,
Ministerio de Seguridad,Ministerio de Seguridad,"41 - Políticas de Seguridad, Participación Ciudadana, Territorial, Investigación del Delito Organizado y Lucha contra el Narcotráfico",02 - Acciones de Política de Seguridad e Intervención Territorial,52069599,,
Ministerio de Seguridad,Ministerio de Seguridad,"41 - Políticas de Seguridad, Participación Ciudadana, Territorial, Investigación del Delito Organizado y Lucha contra el Narcotráfico",03 - Políticas de Participación Ciudadana y de Prevención del Delito y la Violencia,28340002,,
Ministerio de Seguridad,Ministerio de Seguridad,"41 - Políticas de Seguridad, Participación Ciudadana, Territorial, Investigación del Delito Organizado y Lucha contra el Narcotráfico",04 - Acciones de Investigación del Delito Organizado y Complejo,21518083,,
Ministerio de Seguridad,Ministerio de Seguridad,"41 - Políticas de Seguridad, Participación Ciudadana, Territorial, Investigación del Delito Organizado y Lucha contra el Narcotráfico",05 - Programa de Compactación,110000,,
Ministerio de Seguridad,Ministerio de Seguridad,"41 - Políticas de Seguridad, Participación Ciudadana, Territorial, Investigación del Delito Organizado y Lucha contra el Narcotráfico",06 - Acciones de Inteligencia Criminal,80192576,,
Ministerio de Seguridad,Ministerio de Seguridad,"41 - Políticas de Seguridad, Participación Ciudadana, Territorial, Investigación del Delito Organizado y Lucha contra el Narcotráfico",08 - Acciones de Promoción de Seguridad Ciudadana (CAF N° 8967),71368100,,
Ministerio de Seguridad,Ministerio de Seguridad,"41 - Políticas de Seguridad, Participación Ciudadana, Territorial, Investigación del Delito Organizado y Lucha contra el Narcotráfico","09 - Acciones de Legislación, Control y Lucha contra el Narcotráfico",4161316,,
Ministerio de Seguridad,Ministerio de Seguridad,"42 - Acciones de Cooperación con los Poderes Judiciales, Ministerios Públicos y Legislaturas","00 - Acciones de Cooperación con los Poderes Judiciales, Ministerios Públicos y Legislaturas",,,
Ministerio de Seguridad,Ministerio de Seguridad,"42 - Acciones de Cooperación con los Poderes Judiciales, Ministerios Públicos y Legislaturas",01 - Conducción de las Acciones de Articulación,16317618,,
Ministerio de Seguridad,Ministerio de Seguridad,"42 - Acciones de Cooperación con los Poderes Judiciales, Ministerios Públicos y Legislaturas",02 - Acciones de Articulación Legislativa,11763049,,
Ministerio de Seguridad,Ministerio de Seguridad,"42 - Acciones de Cooperación con los Poderes Judiciales, Ministerios Públicos y Legislaturas",03 - Acciones de Articulación con los Poderes Judiciales y los Ministerios Públicos,12839669,,
Ministerio de Seguridad,Ministerio de Seguridad,"43 - Acciones de Protección Civil, Prevención de Emergencias y Alerta Temprana a Desastres","00 - Acciones de Protección Civil, Prevención de Emergencias y Alerta Temprana a Desastres",,,
Ministerio de Seguridad,Ministerio de Seguridad,"43 - Acciones de Protección Civil, Prevención de Emergencias y Alerta Temprana a Desastres",01 - Acciones de Protección Civil y Prevención de Emergencias,792434237,,
Ministerio de Seguridad,Ministerio de Seguridad,"43 - Acciones de Protección Civil, Prevención de Emergencias y Alerta Temprana a Desastres",02 - Acciones de Alerta Temprana a Desastre,1050000,,
Ministerio de Seguridad,Ministerio de Seguridad,44 - Acciones de Formación y Capacitación,00 - Acciones de Formación y Capacitación,,,
Ministerio de Seguridad,Ministerio de Seguridad,44 - Acciones de Formación y Capacitación,01 - Conducción de las Acciones de Formación y Capacitación,19782033,,
Ministerio de Seguridad,Ministerio de Seguridad,44 - Acciones de Formación y Capacitación,02 - Acciones de Investigación Técnica-Científica en Materia de Seguridad,100000,,
Ministerio de Seguridad,Ministerio de Seguridad,92 - Administración del Fondo Permanente de Recompensas,01 - Administración del Fondo Permanente de Recompensas,100000,,
Ministerio de Seguridad,Policía Federal Argentina,01 - Actividades Centrales,01 - Conducción y Administración,2620746000,,
Ministerio de Seguridad,Policía Federal Argentina,01 - Actividades Centrales,02 - Servicios de Inteligencia,459477000,,
Ministerio de Seguridad,Policía Federal Argentina,01 - Actividades Centrales,03 - Comunicaciones e Informática,871554500,,
Ministerio de Seguridad,Policía Federal Argentina,01 - Actividades Centrales,04 - Cooperación Internacional,108725000,,
Ministerio de Seguridad,Policía Federal Argentina,22 - Asistencia Sanitaria de la Policía Federal Argentina,00 - Asistencia Sanitaria de la Policía Federal Argentina,,,
Ministerio de Seguridad,Policía Federal Argentina,22 - Asistencia Sanitaria de la Policía Federal Argentina,01 - Asistencia Sanitaria al Personal y su Familia,1053754000,,
Ministerio de Seguridad,Policía Federal Argentina,23 - Formación y Capacitación de la Policía Federal Argentina,00 - Formación y Capacitación de la Policía Federal Argentina,,,
Ministerio de Seguridad,Policía Federal Argentina,23 - Formación y Capacitación de la Policía Federal Argentina,01 - Formación y Capacitación del Personal,1229693000,,
Ministerio de Seguridad,Policía Federal Argentina,28 - Seguridad Federal,00 - Seguridad Federal,,,
Ministerio de Seguridad,Policía Federal Argentina,28 - Seguridad Federal,01 - Protección de Objetivos Nacionales y Despliegue Interior,3198916500,,
Ministerio de Seguridad,Policía Federal Argentina,28 - Seguridad Federal,02 - Prevención y Conjuración del Narcotráfico,297814000,,
Ministerio de Seguridad,Policía Federal Argentina,28 - Seguridad Federal,03 - Seguridad en el Transporte,230081000,,
Ministerio de Seguridad,Policía Federal Argentina,28 - Seguridad Federal,04 - Servicios Periciales,525299900,,
Ministerio de Seguridad,Policía Federal Argentina,28 - Seguridad Federal,00 - Construcción Laboratorio Policía Científica - Policía Federal Argentina,7000000,,
Ministerio de Seguridad,Policía Federal Argentina,28 - Seguridad Federal,00 - Puesta en Valor Área de Detenidos y de la Armería de la División Sarmiento,730000,,
Ministerio de Seguridad,Policía Federal Argentina,28 - Seguridad Federal,00 - Construcción de Viviendas Estatales de Tránsito para Uso y Habitación del Personal en Actividad de la P.F.A. - CABA,500000,,
Ministerio de Seguridad,Policía Federal Argentina,28 - Seguridad Federal,00 - Construcción Nueva Sede Delegación Puerto Iguazú - Provincia de Misiones,1760000,,
Ministerio de Seguridad,Policía Federal Argentina,29 - Seguridad Metropolitana,00 - Seguridad Metropolitana,,,
Ministerio de Seguridad,Policía Federal Argentina,29 - Seguridad Metropolitana,01 - Prevención y Conjuración de los Delitos en la CABA,6621829000,,
Ministerio de Seguridad,Policía Federal Argentina,29 - Seguridad Metropolitana,02 - Investigación de los Delitos de Competencia de la Justicia Nacional,591451000,,
Ministerio de Seguridad,Policía Federal Argentina,29 - Seguridad Metropolitana,03 - Mantenimiento del Orden Público,1435183000,,
Ministerio de Seguridad,Policía Federal Argentina,29 - Seguridad Metropolitana,04 - Prestación del Servicio de Policía Adicional,2748000000,,
Ministerio de Seguridad,Policía Federal Argentina,29 - Seguridad Metropolitana,00 - Remodelación Edificio Sarmiento 3669 (Ex-Comisaria 9),320000,,
Ministerio de Seguridad,Policía Federal Argentina,29 - Seguridad Metropolitana,00 - Construcción e Instalación de Elevador en la División Alcaldía de la Superintendencia de Investigaciones Federales,605000,,
Ministerio de Seguridad,Policía Federal Argentina,29 - Seguridad Metropolitana,00 - Construcción de Hangar en Aeropuerto San Fernando,4886100,,
Ministerio de Seguridad,Policía Federal Argentina,30 - Servicio de Bomberos,00 - Servicio de Bomberos,,,
Ministerio de Seguridad,Policía Federal Argentina,30 - Servicio de Bomberos,01 - Asistencia de Bomberos en Siniestros,1212008000,,
Ministerio de Seguridad,Gendarmería Nacional,01 - Actividades Centrales,01 - Conducción y Administración,1741291401,,
Ministerio de Seguridad,Gendarmería Nacional,01 - Actividades Centrales,02 - Servicios de Inteligencia,305045764,,
Ministerio de Seguridad,Gendarmería Nacional,41 - Formación y Capacitación de la Gendarmería Nacional,00 - Formación y Capacitación de la Gendarmería Nacional,,,
Ministerio de Seguridad,Gendarmería Nacional,41 - Formación y Capacitación de la Gendarmería Nacional,01 - Coordinación y Evaluación,894493993,,
Ministerio de Seguridad,Gendarmería Nacional,41 - Formación y Capacitación de la Gendarmería Nacional,02 - Formación del Personal,229604280,,
Ministerio de Seguridad,Gendarmería Nacional,41 - Formación y Capacitación de la Gendarmería Nacional,03 - Capacitación del Personal,797077219,,
Ministerio de Seguridad,Gendarmería Nacional,41 - Formación y Capacitación de la Gendarmería Nacional,00 - Ampliación Centro de Capacitación de Montaña Villa Cerro Catedral Escuadrón 34 - Bariloche,2375000,,
Ministerio de Seguridad,Gendarmería Nacional,42 - Asistencia Sanitaria de la Gendarmería Nacional,00 - Asistencia Sanitaria de la Gendarmería Nacional,,,
Ministerio de Seguridad,Gendarmería Nacional,42 - Asistencia Sanitaria de la Gendarmería Nacional,01 - Asistencia Sanitaria al Personal y su Familia,750960885,,
Ministerio de Seguridad,Gendarmería Nacional,42 - Asistencia Sanitaria de la Gendarmería Nacional,00 - Construcción Hospital de Día,15694056,,
Ministerio de Seguridad,Gendarmería Nacional,42 - Asistencia Sanitaria de la Gendarmería Nacional,"00 - Construcción Pabellón Sanidad en la Escuela de Gendarmería Nacional ""General Martín de Güemes"" -",3400000,,
Ministerio de Seguridad,Gendarmería Nacional,42 - Asistencia Sanitaria de la Gendarmería Nacional,00 - Construcción Pabellón Sanidad en la Región I - Campo de Mayo,14875000,,
Ministerio de Seguridad,Gendarmería Nacional,43 - Atención de Pasividades de la Gendarmería Nacional,00 - Atención de Pasividades de la Gendarmería Nacional,,,
Ministerio de Seguridad,Gendarmería Nacional,43 - Atención de Pasividades de la Gendarmería Nacional,01 - Atención de Pasividades de la Gendarmería Nacional,2595068000,,
Ministerio de Seguridad,Gendarmería Nacional,44 - Misiones Humanitarias y de Paz para Organismos Internacionales,00 - Misiones Humanitarias y de Paz para Organismos Internacionales,,,
Ministerio de Seguridad,Gendarmería Nacional,44 - Misiones Humanitarias y de Paz para Organismos Internacionales,01 - Misiones Humanitarias y de Paz para Organismos Internacionales,42117803,,
Ministerio de Seguridad,Gendarmería Nacional,48 - Seguridad en Fronteras,00 - Seguridad en Fronteras,,,
Ministerio de Seguridad,Gendarmería Nacional,48 - Seguridad en Fronteras,01 - Control de Fronteras y Servicio de Policía y Judicial,6550948277,,
Ministerio de Seguridad,Gendarmería Nacional,48 - Seguridad en Fronteras,02 - Servicios de Apoyo de Aviación y Policía Científica,699187998,,
Ministerio de Seguridad,Gendarmería Nacional,48 - Seguridad en Fronteras,03 - Atención de Pasos de Frontera,83533159,,
Ministerio de Seguridad,Gendarmería Nacional,48 - Seguridad en Fronteras,00 - Construcción 10 Viviendas para Barrios Militares del Escuadrón 13 Iguazú - Provincia de Misiones,2100000,,
Ministerio de Seguridad,Gendarmería Nacional,49 - Operaciones Complementarias de Seguridad Interior,00 - Operaciones Complementarias de Seguridad Interior,,,
Ministerio de Seguridad,Gendarmería Nacional,49 - Operaciones Complementarias de Seguridad Interior,01 - Operaciones Especiales de Seguridad,4563063004,,
Ministerio de Seguridad,Gendarmería Nacional,49 - Operaciones Complementarias de Seguridad Interior,02 - Acciones de Seguridad Vial,1324412124,,
Ministerio de Seguridad,Gendarmería Nacional,49 - Operaciones Complementarias de Seguridad Interior,"00 - Construcción Pabellón, Guardia y Jefatura para Destacamento Móvil - Esteban Echeverría Ezeiza",10280037,,
Ministerio de Seguridad,Gendarmería Nacional,49 - Operaciones Complementarias de Seguridad Interior,00 - Construcción Alojamiento de Suboficiales Superiores en Agrupación Metropolitana Campo de Mayo,4125000,,
Ministerio de Seguridad,Gendarmería Nacional,49 - Operaciones Complementarias de Seguridad Interior,00 - Construcción Alojamiento de Suboficiales Subalternos en Agrupación Metropolitana Campo de Mayo (Edificio II),3375000,,
Ministerio de Seguridad,Gendarmería Nacional,49 - Operaciones Complementarias de Seguridad Interior,00 - Construcción Alojamiento de Gendarmes en Agrupación Metropolitana Campo de Mayo,4125000,,
Ministerio de Seguridad,Gendarmería Nacional,49 - Operaciones Complementarias de Seguridad Interior,00 - Construcción Alojamiento Móvil I,5525000,,
Ministerio de Seguridad,Gendarmería Nacional,49 - Operaciones Complementarias de Seguridad Interior,00 - Construcción Alojamiento Móvil II - Rosario,19125000,,
Ministerio de Seguridad,Gendarmería Nacional,49 - Operaciones Complementarias de Seguridad Interior,"00 - Construcción Alojamiento Región I - Predio "" El Triángulo""",5525000,,
Ministerio de Seguridad,Prefectura Naval Argentina,01 - Actividades Centrales,01 - Conducción y Administración,1101830881,,
Ministerio de Seguridad,Prefectura Naval Argentina,01 - Actividades Centrales,06 - Servicios de Inteligencia,134179202,,
Ministerio de Seguridad,Prefectura Naval Argentina,01 - Actividades Centrales,07 - Apoyo Técnico en Investigación y Enlaces con el Poder Judicial,90316039,,
Ministerio de Seguridad,Prefectura Naval Argentina,31 - Policía de Seguridad de la Navegación,00 - Policía de Seguridad de la Navegación,,,
Ministerio de Seguridad,Prefectura Naval Argentina,31 - Policía de Seguridad de la Navegación,01 - Dirección y Coordinación,278349733,,
Ministerio de Seguridad,Prefectura Naval Argentina,31 - Policía de Seguridad de la Navegación,04 - Operaciones de Salvamento y Siniestros,220526913,,
Ministerio de Seguridad,Prefectura Naval Argentina,31 - Policía de Seguridad de la Navegación,06 - Servicio de Policía en Despliegue Permanente,6184623407,,
Ministerio de Seguridad,Prefectura Naval Argentina,31 - Policía de Seguridad de la Navegación,08 - Servicios de Apoyo,497167079,,
Ministerio de Seguridad,Prefectura Naval Argentina,31 - Policía de Seguridad de la Navegación,09 - Atención de Pasos de Frontera,6720968,,
Ministerio de Seguridad,Prefectura Naval Argentina,31 - Policía de Seguridad de la Navegación,00 - Construcción Edificio Sede Prefectura San Martín de los Andes - Etapa II,4283643,,
Ministerio de Seguridad,Prefectura Naval Argentina,31 - Policía de Seguridad de la Navegación,00 - Repotenciación de Guardacostas Marítimos,90000000,,
Ministerio de Seguridad,Prefectura Naval Argentina,31 - Policía de Seguridad de la Navegación,00 - Ampliación Edificio Prefectura Usuahía,7864000,,
Ministerio de Seguridad,Prefectura Naval Argentina,31 - Policía de Seguridad de la Navegación,00 - Construcción Hangar Estación Aérea Mar del Plata,25604927,,
Ministerio de Seguridad,Prefectura Naval Argentina,31 - Policía de Seguridad de la Navegación,00 - Construcción de Galpones para el Almacenamiento de Repuestos para los Guardacostas de la Institución,10344543,,
Ministerio de Seguridad,Prefectura Naval Argentina,31 - Policía de Seguridad de la Navegación,00 - Construcción de la Prefectura de Zona Lacustre y del Comahue,21588880,,
Ministerio de Seguridad,Prefectura Naval Argentina,31 - Policía de Seguridad de la Navegación,00 - Construcción Contrase Comodoro Rivadavia,5000000,,
Ministerio de Seguridad,Prefectura Naval Argentina,31 - Policía de Seguridad de la Navegación,00 - Construcción Prefectura Arroyo Seco,6000000,,
Ministerio de Seguridad,Prefectura Naval Argentina,32 - Pasividades de la Prefectura Naval Argentina,00 - Pasividades de la Prefectura Naval Argentina,,,
Ministerio de Seguridad,Prefectura Naval Argentina,32 - Pasividades de la Prefectura Naval Argentina,01 - Atención de Pasividades de la Prefectura Naval,1711749435,,
Ministerio de Seguridad,Prefectura Naval Argentina,36 - Atención Sanitaria de la Prefectura Naval Argentina,00 - Atención Sanitaria de la Prefectura Naval Argentina,,,
Ministerio de Seguridad,Prefectura Naval Argentina,36 - Atención Sanitaria de la Prefectura Naval Argentina,01 - Atención Sanitaria del Personal y su Familia,319411902,,
Ministerio de Seguridad,Prefectura Naval Argentina,37 - Formación y Capacitación Profesional de la Prefectura Naval Argentina,00 - Formación y Capacitación Profesional de la Prefectura Naval Argentina,,,
Ministerio de Seguridad,Prefectura Naval Argentina,37 - Formación y Capacitación Profesional de la Prefectura Naval Argentina,01 - Formación del Personal,536891326,,
Ministerio de Seguridad,Prefectura Naval Argentina,37 - Formación y Capacitación Profesional de la Prefectura Naval Argentina,02 - Capacitación del Personal y de Terceros,214167042,,
Ministerio de Seguridad,Prefectura Naval Argentina,37 - Formación y Capacitación Profesional de la Prefectura Naval Argentina,"00 - Reconstrucción del Alojamiento Destinado al Personal de Aspirantes Sector ""C"" del Departamento Académico de los Institutos de Fo",14682366,,
Ministerio de Seguridad,Prefectura Naval Argentina,39 - Control y Servicio Técnico de Seguridad de la Navegación,00 - Control y Servicio Técnico de Seguridad de la Navegación,,,
Ministerio de Seguridad,Prefectura Naval Argentina,39 - Control y Servicio Técnico de Seguridad de la Navegación,01 - Control y Servicio Técnico de Seguridad de la Navegación,121203816,,
Ministerio de Seguridad,Prefectura Naval Argentina,40 - Operaciones Complementarias de Seguridad Interior,00 - Operaciones Complementarias de Seguridad Interior,,,
Ministerio de Seguridad,Prefectura Naval Argentina,40 - Operaciones Complementarias de Seguridad Interior,01 - Operaciones Especiales de Seguridad,599535499,,
Ministerio de Seguridad,Prefectura Naval Argentina,40 - Operaciones Complementarias de Seguridad Interior,02 - Conducción y Coordinación de Protección Ambiental,33998776,,
Ministerio de Seguridad,Prefectura Naval Argentina,41 - Servicio de Informática y Comunicaciones para la Navegación,00 - Servicio de Informática y Comunicaciones para la Navegación,,,
Ministerio de Seguridad,Prefectura Naval Argentina,41 - Servicio de Informática y Comunicaciones para la Navegación,01 - Servicio de Informática y Comunicaciones para la Navegación,224815873,,
Ministerio de Seguridad,Policía de Seguridad Aeroportuaria,01 - Actividades Centrales,01 - Conducción y Administración,355556462,,
Ministerio de Seguridad,Policía de Seguridad Aeroportuaria,01 - Actividades Centrales,00 - Reparación Integral de la Cubierta del Edificio Teatro - Auditorio y Oficinas Aledañas - Bario Uno,13000000,,
Ministerio de Seguridad,Policía de Seguridad Aeroportuaria,01 - Actividades Centrales,00 - Construcción Camino Peatonal e Iluminación Exterior del Predio del Instituto de Formación Ezeiza,3114044,,
Ministerio de Seguridad,Policía de Seguridad Aeroportuaria,01 - Actividades Centrales,00 - Construcción Estacionamiento en el Predio del Instituto de Formación Ezeiza,5000000,,
Ministerio de Seguridad,Policía de Seguridad Aeroportuaria,01 - Actividades Centrales,00 - Construcción Estacionamiento y Playón de Descarga Ala Derecha Edificio Ex- Teatro - Barrio Uno,2137590,,
Ministerio de Seguridad,Policía de Seguridad Aeroportuaria,01 - Actividades Centrales,00 - Ampliación y Restauración Sector Mantenimiento Ala Izquierda Edificio Ex- Teatro - Barrio Uno,3606300,,
Ministerio de Seguridad,Policía de Seguridad Aeroportuaria,01 - Actividades Centrales,00 - Restauración y Remodelación Edificio de la Policía de Seguridad Aeroportuaria - Calle Riobamba - CABA,4800191,,
Ministerio de Seguridad,Policía de Seguridad Aeroportuaria,01 - Actividades Centrales,00 - Restauración y Remodelación Inmueble para Usos Múltiples y Depósito Policial - Barrio Uno,3855600,,
Ministerio de Seguridad,Policía de Seguridad Aeroportuaria,23 - Seguridad Aeroportuaria,00 - Seguridad Aeroportuaria,,,
Ministerio de Seguridad,Policía de Seguridad Aeroportuaria,23 - Seguridad Aeroportuaria,01 - Servicio de Seguridad Aeroportuaria Preventiva,1633933026,,
Ministerio de Seguridad,Policía de Seguridad Aeroportuaria,23 - Seguridad Aeroportuaria,02 - Servicio de Seguridad Aeroportuaria Compleja,119659756,,
Ministerio de Seguridad,Policía de Seguridad Aeroportuaria,24 - Formación y Capacitación en Seguridad Aeroportuaria,00 - Formación y Capacitación en Seguridad Aeroportuaria,,,
Ministerio de Seguridad,Policía de Seguridad Aeroportuaria,24 - Formación y Capacitación en Seguridad Aeroportuaria,01 - Formación del Personal,56547704,,
Ministerio de Seguridad,Policía de Seguridad Aeroportuaria,24 - Formación y Capacitación en Seguridad Aeroportuaria,02 - Capacitación en Materia de Seguridad Aeroportuaria,7667527,,
Ministerio de Defensa,Instituto Geográfico Nacional,16 - Elaboración y Actualización de Cartografía Básica Nacional,00 - Elaboración y Actualización de Cartografía Básica Nacional,,,
Ministerio de Defensa,Instituto Geográfico Nacional,16 - Elaboración y Actualización de Cartografía Básica Nacional,06 - Red Argentina de Monitoreo Satelital Continuo,4845616,,
Ministerio de Defensa,Instituto Geográfico Nacional,16 - Elaboración y Actualización de Cartografía Básica Nacional,07 - Conducción y Planeamiento,123943509,,
Ministerio de Defensa,Instituto Geográfico Nacional,16 - Elaboración y Actualización de Cartografía Básica Nacional,08 - Producción Cartográfica,29676162,,
Ministerio de Defensa,Instituto Geográfico Nacional,16 - Elaboración y Actualización de Cartografía Básica Nacional,09 - Capacitación,208700,,
Ministerio de Defensa,Instituto Geográfico Nacional,16 - Elaboración y Actualización de Cartografía Básica Nacional,10 - Revisión y Fiscalización,150518,,
Ministerio de Defensa,Instituto Geográfico Nacional,16 - Elaboración y Actualización de Cartografía Básica Nacional,11 - Servicios Geográficos Multimediales,3900000,,
Ministerio de Defensa,Instituto Geográfico Nacional,16 - Elaboración y Actualización de Cartografía Básica Nacional,00 - Remodelación del Espacio de Archivo Técnico Cartográfico,739705,,
Ministerio de Defensa,Instituto Geográfico Nacional,16 - Elaboración y Actualización de Cartografía Básica Nacional,00 - Formación de Centros de Procesamiento y Análisis de Técnicas Medición Astronómica,1032790,,
Ministerio de Defensa,Dirección General de Fabricaciones Militares,16 - Producción y Comercialización de Bienes y Servicios,00 - Producción y Comercialización de Bienes y Servicios,,,
Ministerio de Defensa,Dirección General de Fabricaciones Militares,16 - Producción y Comercialización de Bienes y Servicios,01 - Producción y Comercialización de Bienes y Servicios,2242552140,,
Ministerio de Defensa,Dirección General de Fabricaciones Militares,16 - Producción y Comercialización de Bienes y Servicios,00 - Instalación Planta de Cápsulas Iniciadoras - Munición de Fuego Central - Fábrica Militar Fray Luis Beltrán,500000,,
Ministerio de Defensa,Dirección General de Fabricaciones Militares,16 - Producción y Comercialización de Bienes y Servicios,00 - Adecuación Instalaciones Fabriles Etapa II- Desarrollo y Adquisición de Tecnologías y Equipamiento - FMFLB,1281407,,
Ministerio de Defensa,Dirección General de Fabricaciones Militares,16 - Producción y Comercialización de Bienes y Servicios,00 - Adquisición de Tecnologías y Equipamiento - Planta de Munición de Alto Calibre de Diseño - Fábrica Militar Fray Luis Beltrán,500000,,
Ministerio de Defensa,Dirección General de Fabricaciones Militares,16 - Producción y Comercialización de Bienes y Servicios,00 - Instalación Planta de Munición de Fuego Central - Tecnologías y Equipamiento - Fábrica Militar Fray Luis Beltrán,26294396,,
Ministerio de Defensa,Dirección General de Fabricaciones Militares,16 - Producción y Comercialización de Bienes y Servicios,00 - Adquisición de Tecnologías y Equipamiento - Planta de Vainas para Cartuchos de Caza - Fábrica Militar Fray Luis Beltrán,500000,,
Ministerio de Defensa,Dirección General de Fabricaciones Militares,16 - Producción y Comercialización de Bienes y Servicios,00 - Modernización y Ampliación de Polo Químico en la Fábrica Militar Río Tercero,3500000,,
Ministerio de Defensa,Dirección General de Fabricaciones Militares,16 - Producción y Comercialización de Bienes y Servicios,00 - Modernización Tecnológica - Planta Química - Fábrica Militar Río Tercero,836064,,
Ministerio de Defensa,Dirección General de Fabricaciones Militares,16 - Producción y Comercialización de Bienes y Servicios,"00 - Adecuación de la Infraestructura Productiva, Métodos y Sistemas Etapa II - Fábrica Militar Río Tercero",9061533,,
Ministerio de Defensa,Dirección General de Fabricaciones Militares,16 - Producción y Comercialización de Bienes y Servicios,"00 - Instalación Centro de Servicios Mineros ""Jachal"" - Fábrica Militar Villa María",238709,,
Ministerio de Defensa,Dirección General de Fabricaciones Militares,16 - Producción y Comercialización de Bienes y Servicios,00 - Modernización Parcial de la Planta de Nitrocelulosa y Ácidos en la Fábrica de Pólvora y Explosivos de Villa María,500000,,
Ministerio de Defensa,Dirección General de Fabricaciones Militares,16 - Producción y Comercialización de Bienes y Servicios,00 - Adecuación de la Infraestructura Fabril Etapa II - Fábrica Militar Villa María,2118834,,
Ministerio de Defensa,Dirección General de Fabricaciones Militares,16 - Producción y Comercialización de Bienes y Servicios,00 - Adecuación de la Infraestructura Fabril Etapa II - Fábrica Militar Azul,500000,,
Ministerio de Defensa,Dirección General de Fabricaciones Militares,16 - Producción y Comercialización de Bienes y Servicios,00 - Construcción de Instalaciones para Almacenamiento de Materias Primas y Adquisición de Equipamiento - Fábrica Militar Azul,892980,,
Ministerio de Defensa,Dirección General de Fabricaciones Militares,16 - Producción y Comercialización de Bienes y Servicios,00 - Adecuación Infraestructura de los Servicios Auxiliares de la Fábrica Militar de Pólvora y Explosivos Villa María,1759065,,
Ministerio de Defensa,Dirección General de Fabricaciones Militares,16 - Producción y Comercialización de Bienes y Servicios,00 - Construcción Planta de Propulsantes Compuestos en Fábrica Militar de Pólvoras y Explosivos Villa María,19901318,,
Ministerio de Defensa,Dirección General de Fabricaciones Militares,16 - Producción y Comercialización de Bienes y Servicios,"00 - Modernización de las Instalaciones Industriales Producción de Nitroglicerina/Nitroglicol, Master Mix y Dinamitas en la FMPEA",500000,,
Ministerio de Defensa,Dirección General de Fabricaciones Militares,16 - Producción y Comercialización de Bienes y Servicios,00 - Instalaciones para Mejoras Ambientales de Plantas Químicas en Río Tercero,13440499,,
Ministerio de Defensa,Dirección General de Fabricaciones Militares,16 - Producción y Comercialización de Bienes y Servicios,00 - Instalación Planta de Pistolas Doble Acción en la Fábrica Militar Fray Luis Beltrán,3500000,,
Ministerio de Defensa,Dirección General de Fabricaciones Militares,16 - Producción y Comercialización de Bienes y Servicios,00 - Modernización de Instalaciones de Servicios Auxiliares en Río Tercero - Provincia de Córdoba,2762278,,
Ministerio de Defensa,Dirección General de Fabricaciones Militares,16 - Producción y Comercialización de Bienes y Servicios,00 - Actualización de la Red de Ácidos de Planta Química de Río Tercero - Córdoba,500000,,
Ministerio de Defensa,Dirección General de Fabricaciones Militares,16 - Producción y Comercialización de Bienes y Servicios,"00 - Implementación Nuevo Sistema de Medición y Control en la Fábrica Militar de Villa María, Fabrica Militar de Río Tercero y FMA",9867507,,
Ministerio de Defensa,Dirección General de Fabricaciones Militares,16 - Producción y Comercialización de Bienes y Servicios,00 - Modernización Planta de Pólvoras Monobásicas en la Fábrica Militar de Villa María,5979240,,
